T_REC,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANALP,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,ERRVF,ERRGAM,ERRBT,ERRBZ,ERRBH,ERRJZ,ERRUSI,ERRALP,ERRMIH,ERRUSI,ERRTAI,ERRJHT,ERRMPOT,ERRTPOT,ERRMSHA
2010.09.13_02:36:00_TAI,   3.3742220e+22,       28.711000,       79.694000,       80.763000,       34.169000,     0.044319250,   2.6824410e+13,     0.010464900,    0.0034237300,       1290.7430,       173.97000,   8.7883130e+12,       2564.9200,   1.7309590e+23,       22.636000,       7.3360000,   7.9112140e+18,     0.016000000,     0.083000000,     0.085000000,     0.072000000,     0.021830210,   1.4732320e+11,   0.00045570000,   0.00014909000,   1.4732320e+11,       7.5760000,   5.9100320e+11,       2.9113160,   1.9647270e+20,    0.0010000000
2010.09.13_02:48:00_TAI,   3.3638910e+22,       28.701000,       80.213000,       81.246000,       33.963000,     0.040216740,   2.6714860e+13,     0.010978750,    0.0036113900,       1286.6700,       182.67100,   8.9090090e+12,       2600.4280,   1.7468760e+23,       22.777000,       7.6430000,   8.0501690e+18,     0.016000000,     0.085000000,     0.086000000,     0.073000000,     0.022307690,   1.4985520e+11,   0.00046222000,   0.00015205000,   1.4985520e+11,       7.6910000,   6.0117360e+11,       3.1073540,   2.0874110e+20,    0.0010000000
2010.09.13_03:00:00_TAI,   3.3605320e+22,       28.485000,       81.081000,       82.278000,       34.314000,     0.063394140,   2.6855340e+13,     0.010676940,    0.0035499100,       1301.3950,       178.10200,   8.2157150e+12,       2594.8050,   1.7289350e+23,       22.588000,       7.2590000,   7.9145480e+18,     0.016000000,     0.084000000,     0.086000000,     0.073000000,     0.022167650,   1.4770450e+11,   0.00046813000,   0.00015564000,   1.4770450e+11,       7.8090000,   5.9255800e+11,       2.8316220,   1.8867280e+20,    0.0010000000
2010.09.13_03:12:00_TAI,   3.3644950e+22,       28.489000,       81.473000,       82.439000,       34.308000,     0.057693600,   2.7233990e+13,     0.011301730,    0.0037613400,       1320.6940,       188.94000,   9.0745940e+12,       2639.2250,   1.7606700e+23,       22.825000,       7.4350000,   7.9391440e+18,     0.016000000,     0.084000000,     0.086000000,     0.073000000,     0.022245280,   1.4840190e+11,   0.00046074000,   0.00015334000,   1.4840190e+11,       7.7030000,   5.9536800e+11,       2.9698340,   1.9812250e+20,    0.0010000000
2010.09.13_03:24:00_TAI,   3.3677480e+22,       28.541000,       82.165000,       83.291000,       34.417000,     0.067788380,   2.7585010e+13,     0.010441590,    0.0034777600,       1329.9390,       174.82700,   7.4387470e+12,       2662.3290,   1.7774270e+23,       22.784000,       7.2550000,   8.1269370e+18,     0.016000000,     0.086000000,     0.088000000,     0.075000000,     0.022834430,   1.5244750e+11,   0.00047516000,   0.00015826000,   1.5244750e+11,       7.9560000,   6.1160990e+11,       3.1289730,   2.0889680e+20,    0.0010000000
2010.09.13_04:36:00_TAI,   3.1349260e+22,       28.764000,       87.448000,       88.529000,       36.203000,     0.050465760,   2.7253990e+13,     0.011909920,    0.0042088300,       1335.5390,       190.45800,   8.3078950e+12,       2904.2310,   1.7454620e+23,       23.150000,       7.5860000,   7.9667260e+18,     0.016000000,     0.094000000,     0.095000000,     0.083000000,     0.025085930,   1.5076810e+11,   0.00051737000,   0.00018284000,   1.5076810e+11,       8.2740000,   6.0492910e+11,       3.3857350,   2.0348490e+20,    0.0010000000
2010.09.13_04:48:00_TAI,   3.0908470e+22,       28.568000,       87.799000,       89.049000,       36.207000,     0.043534780,   2.6987660e+13,     0.011569030,    0.0041023800,       1322.7960,       182.59700,   7.7261530e+12,       2927.0690,   1.7302270e+23,       23.152000,       7.6030000,   7.8883040e+18,     0.016000000,     0.094000000,     0.096000000,     0.083000000,     0.025349900,   1.4984640e+11,   0.00052835000,   0.00018736000,   1.4984640e+11,       8.3390000,   6.0123830e+11,       3.4599070,   2.0451940e+20,    0.0020000000
2010.09.13_05:00:00_TAI,   3.0599910e+22,       28.304000,       88.326000,       89.534000,       35.986000,    0.0084185200,   2.6285240e+13,     0.012073180,    0.0042789100,       1296.0390,       188.35300,   9.0109050e+12,       2869.0250,   1.6773230e+23,       22.992000,       7.3600000,   7.8625430e+18,     0.016000000,     0.095000000,     0.096000000,     0.084000000,     0.025620180,   1.4978370e+11,   0.00055201000,   0.00019565000,   1.4978370e+11,       8.6120000,   6.0099280e+11,       3.3792190,   1.9755990e+20,    0.0010000000
2010.09.13_05:12:00_TAI,   3.0195860e+22,       28.359000,       88.648000,       89.735000,       35.904000,   -0.0092224800,   2.5695700e+13,     0.011954440,    0.0042454800,       1266.5530,       184.18200,   9.0876610e+12,       2886.2060,   1.6628750e+23,       22.807000,       7.3160000,   7.6366740e+18,     0.015000000,     0.093000000,     0.095000000,     0.083000000,     0.025193260,   1.4514980e+11,   0.00053827000,   0.00019116000,   1.4514980e+11,       8.2930000,   5.8240530e+11,       3.5460690,   2.0430520e+20,    0.0010000000
2010.09.13_05:24:00_TAI,   3.0052210e+22,       28.484000,       88.858000,       89.751000,       35.832000,     0.020458750,   2.5636160e+13,     0.011917360,    0.0041687200,       1252.8070,       181.84400,   8.3655730e+12,       2861.5530,   1.6577160e+23,       22.895000,       7.6220000,   7.5129340e+18,     0.015000000,     0.092000000,     0.093000000,     0.081000000,     0.024643820,   1.4276320e+11,   0.00053680000,   0.00018777000,   1.4276320e+11,       8.1910000,   5.7283330e+11,       3.4155540,   1.9786520e+20,       0.0000000
2010.09.13_05:36:00_TAI,   3.0079970e+22,       28.553000,       88.998000,       90.093000,       35.756000,     0.029064160,   2.5733680e+13,     0.011399130,    0.0039366400,       1259.1570,       173.08600,   8.0765590e+12,       2814.7190,   1.6435550e+23,       22.793000,       7.4370000,   7.3682350e+18,     0.015000000,     0.089000000,     0.090000000,     0.079000000,     0.024084560,   1.4063320e+11,   0.00054491000,   0.00018819000,   1.4063320e+11,       8.2740000,   5.6429060e+11,       3.3715800,   1.9687150e+20,    0.0010000000
2010.09.13_05:48:00_TAI,   3.0229860e+22,       28.788000,       87.719000,       88.647000,       35.297000,     0.043111240,   2.5916900e+13,     0.011614520,    0.0039187600,       1254.8680,       175.81500,   7.9810780e+12,       2757.9090,   1.6432740e+23,       22.900000,       7.7520000,   7.2562380e+18,     0.015000000,     0.086000000,     0.087000000,     0.076000000,     0.023243550,   1.3849450e+11,   0.00053952000,   0.00018204000,   1.3849450e+11,       8.1670000,   5.5571160e+11,       3.3134710,   1.9743000e+20,    0.0010000000
2010.09.13_06:00:00_TAI,   3.0238100e+22,       28.482000,       88.035000,       89.083000,       35.058000,     0.045535590,   2.5724790e+13,     0.012414860,    0.0041759000,       1243.3480,       187.34800,   8.6786830e+12,       2703.7450,   1.6110000e+23,       22.592000,       7.3260000,   7.0974790e+18,     0.014000000,     0.084000000,     0.085000000,     0.075000000,     0.022733460,   1.3545510e+11,   0.00053917000,   0.00018136000,   1.3545510e+11,       8.1370000,   5.4351810e+11,       3.2267520,   1.9226290e+20,    0.0020000000
2010.09.13_06:12:00_TAI,   3.0598450e+22,       28.677000,       86.842000,       87.891000,       34.884000,     0.056143470,   2.5800160e+13,     0.011315610,    0.0037160700,       1238.0060,       171.23300,   7.9331440e+12,       2618.2680,   1.6023180e+23,       22.559000,       7.2420000,   6.9218820e+18,     0.014000000,     0.080000000,     0.081000000,     0.071000000,     0.021540550,   1.3182310e+11,   0.00052348000,   0.00017192000,   1.3182310e+11,       7.9220000,   5.2894530e+11,       3.0676180,   1.8773090e+20,    0.0010000000
2010.09.13_06:24:00_TAI,   3.1095250e+22,       28.739000,       85.456000,       86.434000,       34.605000,     0.070388600,   2.6158860e+13,     0.011381000,    0.0036415900,       1244.3340,       172.98300,   8.8899440e+12,       2522.2890,   1.5912470e+23,       22.557000,       7.1780000,   6.7571990e+18,     0.013000000,     0.075000000,     0.077000000,     0.067000000,     0.020425010,   1.2885610e+11,   0.00051365000,   0.00016436000,   1.2885610e+11,       7.8070000,   5.1704080e+11,       2.9363680,   1.8524790e+20,    0.0010000000
2010.09.13_06:36:00_TAI,   3.1216410e+22,       28.845000,       84.357000,       85.397000,       34.139000,     0.058363560,   2.6228970e+13,     0.012797590,    0.0040437400,       1245.3320,       194.11100,   9.9119020e+12,       2508.3410,   1.5991040e+23,       22.763000,       7.3790000,   6.6443710e+18,     0.013000000,     0.073000000,     0.075000000,     0.065000000,     0.019916470,   1.2697040e+11,   0.00050920000,   0.00016090000,   1.2697040e+11,       7.7240000,   5.0947370e+11,       2.8826100,   1.8377060e+20,    0.0020000000
2010.09.13_06:48:00_TAI,   3.1589180e+22,       28.821000,       83.529000,       84.522000,       33.863000,     0.071261400,   2.6649530e+13,     0.010866190,    0.0033738300,       1260.0560,       165.35500,   8.0704380e+12,       2450.9690,   1.5953710e+23,       22.699000,       7.1800000,   6.4752250e+18,     0.012000000,     0.070000000,     0.071000000,     0.063000000,     0.019048100,   1.2398680e+11,   0.00049299000,   0.00015307000,   1.2398680e+11,       7.5020000,   4.9750070e+11,       2.7517310,   1.7911420e+20,       0.0000000
2010.09.13_07:00:00_TAI,   3.1904350e+22,       28.929000,       83.492000,       84.526000,       33.854000,      0.10112589,   2.7054450e+13,     0.011174350,    0.0034293500,       1274.1820,       170.80200,   9.0174410e+12,       2432.4340,   1.6089230e+23,       22.809000,       7.2060000,   6.4210960e+18,     0.012000000,     0.069000000,     0.069000000,     0.061000000,     0.018604340,   1.2305770e+11,   0.00048268000,   0.00014814000,   1.2305770e+11,       7.3780000,   4.9377040e+11,       2.6733750,   1.7682930e+20,    0.0010000000
2010.09.13_07:12:00_TAI,   3.2251680e+22,       28.690000,       83.391000,       84.229000,       33.755000,     0.079523880,   2.7360080e+13,     0.011038930,    0.0033891000,       1276.4420,       170.11600,   9.1077530e+12,       2430.4320,   1.6202840e+23,       22.808000,       7.0160000,   6.3349370e+18,     0.012000000,     0.067000000,     0.068000000,     0.060000000,     0.018325620,   1.2217050e+11,   0.00047217000,   0.00014497000,   1.2217050e+11,       7.2770000,   4.9020810e+11,       2.6911390,   1.7940880e+20,    0.0020000000
2010.09.13_07:24:00_TAI,   3.2372320e+22,       28.779000,       82.645000,       83.465000,       33.624000,     0.038615180,   2.6974760e+13,     0.010928290,    0.0033482000,       1260.7280,       168.87300,   8.5763660e+12,       2438.8410,   1.6336630e+23,       23.126000,       7.2600000,   6.3498820e+18,     0.012000000,     0.067000000,     0.068000000,     0.060000000,     0.018257530,   1.2229850e+11,   0.00045794000,   0.00014030000,   1.2229850e+11,       7.0770000,   4.9071820e+11,       2.6897120,   1.8017100e+20,    0.0010000000
2010.09.13_07:36:00_TAI,   3.2589010e+22,       28.900000,       83.109000,       83.869000,       33.973000,     0.076498880,   2.7753470e+13,     0.010810620,    0.0033148100,       1299.7700,       168.46500,   7.9410170e+12,       2469.6690,   1.6669400e+23,       23.257000,       7.2270000,   6.4889650e+18,     0.012000000,     0.068000000,     0.069000000,     0.061000000,     0.018670320,   1.2601810e+11,   0.00046324000,   0.00014205000,   1.2601810e+11,       7.2190000,   5.0563880e+11,       2.7942990,   1.8860540e+20,    0.0010000000
2010.09.13_07:48:00_TAI,   3.2851420e+22,       28.910000,       83.651000,       84.381000,       34.090000,     0.067921820,   2.8479720e+13,     0.010576890,    0.0032548300,       1327.3660,       166.52400,   8.0509030e+12,       2487.3720,   1.6902540e+23,       23.407000,       7.4110000,   6.6998300e+18,     0.012000000,     0.070000000,     0.070000000,     0.063000000,     0.019287020,   1.3106180e+11,   0.00046896000,   0.00014432000,   1.3106180e+11,       7.3840000,   5.2587090e+11,       2.8695800,   1.9499760e+20,    0.0010000000
2010.09.13_08:00:00_TAI,   3.2660790e+22,       28.984000,       84.880000,       85.780000,       34.646000,     0.082271870,   2.9083750e+13,     0.010832410,    0.0034044800,       1353.2180,       171.11900,   8.3134050e+12,       2572.7380,   1.7173750e+23,       23.664000,       7.5420000,   6.7048860e+18,     0.012000000,     0.071000000,     0.072000000,     0.064000000,     0.019651300,   1.3117800e+11,   0.00047673000,   0.00014983000,   1.3117800e+11,       7.5310000,   5.2633110e+11,       2.8076280,   1.8741710e+20,    0.0010000000
2010.09.13_08:12:00_TAI,   3.2747150e+22,       29.150000,       85.723000,       86.690000,       35.333000,     0.042107900,   2.9611440e+13,     0.010723640,    0.0033956000,       1370.4780,       170.61900,   8.0375010e+12,       2613.2000,   1.7437950e+23,       23.867000,       7.6260000,   6.9473710e+18,     0.013000000,     0.074000000,     0.074000000,     0.066000000,     0.020343290,   1.3575130e+11,   0.00047695000,   0.00015103000,   1.3575130e+11,       7.5890000,   5.4467390e+11,       2.8668250,   1.9130400e+20,    0.0010000000
2010.09.13_08:24:00_TAI,   3.2666900e+22,       29.077000,       86.527000,       87.359000,       35.752000,     0.030368570,   3.0035820e+13,     0.010886060,    0.0034781700,       1391.4710,       173.39000,   8.0726180e+12,       2647.0830,   1.7525540e+23,       23.891000,       7.4760000,   7.0578600e+18,     0.013000000,     0.076000000,     0.076000000,     0.068000000,     0.020882040,   1.3825370e+11,   0.00048677000,   0.00015553000,   1.3825370e+11,       7.7530000,   5.5470630e+11,       2.8360060,   1.8776340e+20,    0.0010000000
2010.09.13_08:36:00_TAI,   3.2233520e+22,       29.225000,       87.631000,       88.746000,       36.273000,    0.0054618400,   3.0169830e+13,     0.011474020,    0.0037240700,       1395.0840,       181.52200,   8.4074510e+12,       2726.6550,   1.7651150e+23,       24.129000,       7.7590000,   7.2791770e+18,     0.014000000,     0.080000000,     0.080000000,     0.072000000,     0.022090230,   1.4300230e+11,   0.00049971000,   0.00016219000,   1.4300230e+11,       7.9060000,   5.7374960e+11,       3.0940070,   2.0029210e+20,    0.0010000000
2010.09.13_08:48:00_TAI,   3.1680520e+22,       29.351000,       88.396000,       89.480000,       36.576000,   -0.0025178200,   2.9985910e+13,     0.012120850,    0.0039666600,       1390.9030,       189.22600,   9.0225060e+12,       2790.6810,   1.7680550e+23,       24.339000,       7.9420000,   7.4277370e+18,     0.015000000,     0.083000000,     0.084000000,     0.075000000,     0.022974920,   1.4555920e+11,   0.00051711000,   0.00016923000,   1.4555920e+11,       8.0730000,   5.8399820e+11,       3.0677490,   1.9435940e+20,    0.0010000000
2010.09.13_09:00:00_TAI,   3.1217180e+22,       29.410000,       88.790000,       90.056000,       36.661000,    -0.021525210,   2.9882650e+13,     0.011768260,    0.0038930100,       1398.2140,       181.98300,   8.4133250e+12,       2839.4080,   1.7628010e+23,       24.285000,       8.1520000,   7.4981350e+18,     0.015000000,     0.086000000,     0.086000000,     0.078000000,     0.023695580,   1.4711020e+11,   0.00052663000,   0.00017422000,   1.4711020e+11,       8.1440000,   5.9021040e+11,       3.1357700,   1.9467930e+20,    0.0010000000
2010.09.13_09:12:00_TAI,   3.0664460e+22,       29.584000,       89.564000,       91.132000,       37.105000,   -0.0038648700,   2.9506080e+13,     0.012848030,    0.0042939500,       1379.7890,       196.17800,   9.6600940e+12,       2874.2410,   1.7440040e+23,       24.295000,       8.1880000,   7.6144190e+18,     0.015000000,     0.089000000,     0.090000000,     0.081000000,     0.024731500,   1.5006330e+11,   0.00054923000,   0.00018357000,   1.5006330e+11,       8.3870000,   6.0204650e+11,       3.3264050,   2.0183630e+20,    0.0010000000
2010.09.13_09:24:00_TAI,   2.9896930e+22,       29.121000,       90.158000,       91.545000,       37.211000,     0.024719390,   2.8415840e+13,     0.012953960,    0.0044263000,       1362.4780,       193.97800,   9.1356490e+12,       2906.0480,   1.6913650e+23,       23.944000,       7.7190000,   7.4041170e+18,     0.015000000,     0.090000000,     0.091000000,     0.081000000,     0.024924010,   1.4506160e+11,   0.00055235000,   0.00018874000,   1.4506160e+11,       8.2720000,   5.8196750e+11,       3.2685240,   1.9023320e+20,    0.0010000000
2010.09.13_09:36:00_TAI,   2.9587500e+22,       29.138000,       91.095000,       92.303000,       37.169000,   -0.0085910400,   2.8626700e+13,     0.012760410,    0.0043201500,       1359.7880,       188.42800,   8.5107930e+12,       2880.1850,   1.6683940e+23,       24.034000,       7.8320000,   7.5409820e+18,     0.015000000,     0.093000000,     0.093000000,     0.084000000,     0.025668430,   1.4868860e+11,   0.00057012000,   0.00019302000,   1.4868860e+11,       8.4190000,   5.9650520e+11,       3.3624640,   1.9477630e+20,    0.0010000000
2010.09.13_09:48:00_TAI,   2.9625460e+22,       29.231000,       90.420000,       91.577000,       36.959000,    -0.059534330,   2.8219240e+13,     0.012731710,    0.0042511400,       1332.2860,       187.14400,   8.7560830e+12,       2836.8160,   1.6585680e+23,       23.888000,       7.7300000,   7.5706700e+18,     0.015000000,     0.092000000,     0.093000000,     0.083000000,     0.025544800,   1.4934980e+11,   0.00057561000,   0.00019221000,   1.4934980e+11,       8.4610000,   5.9914380e+11,       3.2962640,   1.9271880e+20,    0.0020000000
2010.09.13_10:00:00_TAI,   2.9579130e+22,       29.407000,       89.265000,       90.566000,       36.285000,     0.036384990,   2.7979750e+13,     0.013346660,    0.0043829300,       1314.0810,       194.49200,   9.6088570e+12,       2799.6740,   1.6500150e+23,       23.933000,       8.1120000,   7.4861990e+18,     0.015000000,     0.090000000,     0.091000000,     0.082000000,     0.024963550,   1.4712510e+11,   0.00056984000,   0.00018714000,   1.4712510e+11,       8.3040000,   5.9020460e+11,       3.1832770,   1.8760950e+20,    0.0010000000
2010.09.13_10:12:00_TAI,   2.9409210e+22,       29.717000,       88.855000,       90.397000,       36.348000,    0.0034793000,   2.8037930e+13,     0.011865260,    0.0038694900,       1312.3840,       171.70900,   8.5773860e+12,       2798.7210,   1.6493410e+23,       24.075000,       8.3630000,   7.4842550e+18,     0.015000000,     0.091000000,     0.091000000,     0.082000000,     0.025141130,   1.4816170e+11,   0.00057762000,   0.00018837000,   1.4816170e+11,       8.3590000,   5.9434760e+11,       3.2836280,   1.9351070e+20,    0.0010000000
2010.09.13_10:24:00_TAI,   2.9257310e+22,       29.411000,       88.716000,       90.049000,       36.008000,     0.023205770,   2.6946000e+13,     0.012068020,    0.0039554900,       1273.8300,       173.80000,   8.0198740e+12,       2794.0060,   1.6304590e+23,       23.732000,       7.8040000,   7.3825490e+18,     0.015000000,     0.090000000,     0.091000000,     0.082000000,     0.025064470,   1.4626520e+11,   0.00058505000,   0.00019176000,   1.4626520e+11,       8.4260000,   5.8672430e+11,       3.3194610,   1.9370910e+20,       0.0000000
2010.09.13_10:36:00_TAI,   2.9406850e+22,       29.300000,       88.755000,       90.272000,       35.851000,     0.064243560,   2.7364770e+13,     0.012406790,    0.0040540000,       1297.6330,       179.05300,   9.3746860e+12,       2773.7680,   1.6270480e+23,       23.604000,       7.6140000,   7.3898870e+18,     0.015000000,     0.090000000,     0.090000000,     0.082000000,     0.024980350,   1.4653070e+11,   0.00058152000,   0.00019002000,   1.4653070e+11,       8.3930000,   5.8777330e+11,       3.3582230,   1.9698800e+20,    0.0010000000
2010.09.13_10:48:00_TAI,   2.9569860e+22,       29.168000,       88.887000,       90.162000,       35.852000,     0.020833470,   2.7090060e+13,     0.010617880,    0.0034540300,       1285.2960,       153.76600,   6.5379270e+12,       2727.5570,   1.6126550e+23,       23.569000,       7.6620000,   7.3162000e+18,     0.015000000,     0.088000000,     0.089000000,     0.080000000,     0.024400930,   1.4426940e+11,   0.00057652000,   0.00018755000,   1.4426940e+11,       8.3490000,   5.7868600e+11,       3.1406890,   1.8569180e+20,    0.0010000000
2010.09.13_11:00:00_TAI,   2.9646180e+22,       29.291000,       88.571000,       90.151000,       35.572000,     0.046790680,   2.6988490e+13,     0.010202520,    0.0032817600,       1275.3990,       147.41300,   6.2687520e+12,       2688.8710,   1.6041380e+23,       23.705000,       7.6600000,   7.2828080e+18,     0.015000000,     0.087000000,     0.088000000,     0.079000000,     0.024185600,   1.4428740e+11,   0.00057840000,   0.00018605000,   1.4428740e+11,       8.3570000,   5.7874150e+11,       3.0911120,   1.8441080e+20,    0.0010000000
2010.09.13_11:12:00_TAI,   2.9800300e+22,       29.576000,       87.277000,       88.427000,       35.076000,     0.036219000,   2.7097330e+13,     0.012324610,    0.0038791000,       1265.6540,       177.55000,   8.9133980e+12,       2673.5320,   1.6251670e+23,       23.771000,       7.9920000,   7.2364240e+18,     0.015000000,     0.085000000,     0.086000000,     0.077000000,     0.023534050,   1.4305700e+11,   0.00056763000,   0.00017867000,   1.4305700e+11,       8.1780000,   5.7378890e+11,       3.0111830,   1.8304160e+20,    0.0020000000
