T_REC,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANALP,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,ERRVF,ERRGAM,ERRBT,ERRBZ,ERRBH,ERRJZ,ERRUSI,ERRALP,ERRMIH,ERRUSI,ERRTAI,ERRJHT,ERRMPOT,ERRTPOT,ERRMSHA
2010.10.10_03:24:00_TAI,   1.6408420e+22,       26.840000,       87.613000,       90.378000,       35.296000,    -0.016565380,   1.3954190e+13,     0.014567650,    0.0051918200,       709.90300,       122.03900,   5.6575720e+12,       2376.8990,   7.4202820e+22,       21.503000,       4.4970000,   5.6652840e+18,     0.024000000,      0.12700000,      0.13100000,      0.10800000,     0.032698740,   1.0208000e+11,   0.00062270000,   0.00022193000,   1.0208000e+11,       5.2170000,   4.0344120e+11,       2.6902580,   8.3985370e+19,    0.0030000000
2010.10.10_03:36:00_TAI,   1.6143070e+22,       26.734000,       89.300000,       91.624000,       35.529000,    -0.041837020,   1.3880560e+13,     0.014646880,    0.0053925300,       717.81200,       122.20500,   5.8250180e+12,       2449.9330,   7.3736770e+22,       21.516000,       4.6020000,   5.5107350e+18,     0.023000000,      0.12900000,      0.13200000,      0.11000000,     0.033184980,   9.9878380e+10,   0.00062930000,   0.00023169000,   9.9878380e+10,       5.2510000,   3.9474570e+11,       2.7947610,   8.4115230e+19,    0.0030000000
2010.10.10_03:48:00_TAI,   1.6023640e+22,       26.507000,       90.033000,       92.549000,       36.131000,   -0.0011465700,   1.3932210e+13,     0.014565310,    0.0054521300,       726.82100,       121.35900,   5.0560100e+12,       2454.9350,   7.2570170e+22,       21.284000,       3.9270000,   5.4954030e+18,     0.023000000,      0.13100000,      0.13400000,      0.11100000,     0.033651170,   9.9476000e+10,   0.00064532000,   0.00024156000,   9.9476000e+10,       5.3770000,   3.9316080e+11,       2.8444220,   8.4083780e+19,    0.0050000000
2010.10.10_04:00:00_TAI,   1.6034070e+22,       26.427000,       90.294000,       92.339000,       35.811000,    -0.074818490,   1.3840430e+13,     0.014225350,    0.0052861000,       726.82900,       118.23400,   5.0794340e+12,       2449.5300,   7.2761740e+22,       21.314000,       3.9610000,   5.5052390e+18,     0.023000000,      0.13100000,      0.13400000,      0.11100000,     0.033553590,   9.9668820e+10,   0.00065272000,   0.00024255000,   9.9668820e+10,       5.4250000,   3.9392780e+11,       2.8088340,   8.3434650e+19,    0.0060000000
2010.10.10_04:12:00_TAI,   1.6152140e+22,       26.657000,       89.947000,       92.372000,       35.506000,    -0.095616320,   1.4276820e+13,     0.016145290,    0.0058544900,       733.43300,       134.12600,   5.5312270e+12,       2372.0630,   7.2171190e+22,       21.377000,       4.0990000,   5.5676670e+18,     0.023000000,      0.12900000,      0.13200000,      0.10900000,     0.033062130,   1.0059320e+11,   0.00065042000,   0.00023585000,   1.0059320e+11,       5.4030000,   3.9758560e+11,       2.6794170,   8.1522590e+19,    0.0050000000
2010.10.10_04:24:00_TAI,   1.5926830e+22,       26.408000,       90.657000,       93.092000,       35.645000,   -0.0060077500,   1.3674160e+13,     0.015844400,    0.0058540200,       719.36800,       130.36300,   5.1214860e+12,       2401.1400,   7.1015030e+22,       21.170000,       3.8300000,   5.4277070e+18,     0.022000000,      0.12900000,      0.13200000,      0.11000000,     0.033204320,   9.8203580e+10,   0.00066086000,   0.00024416000,   9.8203580e+10,       5.4370000,   3.8814480e+11,       2.7523460,   8.1402130e+19,    0.0020000000
2010.10.10_04:36:00_TAI,   1.5929730e+22,       26.887000,       90.850000,       93.866000,       35.789000,    -0.046388660,   1.3880760e+13,     0.016079790,    0.0058105700,       721.27300,       131.22600,   5.0520360e+12,       2386.8420,   7.1590640e+22,       21.396000,       4.4190000,   5.3940430e+18,     0.022000000,      0.12600000,      0.12900000,      0.10700000,     0.032489120,   9.7447490e+10,   0.00067217000,   0.00024289000,   9.7447490e+10,       5.4850000,   3.8515970e+11,       2.7998050,   8.3977020e+19,    0.0010000000
2010.10.10_04:48:00_TAI,   1.6109260e+22,       27.251000,       89.602000,       92.835000,       35.348000,     -0.12062440,   1.4404370e+13,     0.016646370,    0.0058745400,       733.47900,       136.29500,   6.1270360e+12,       2369.7390,   7.3016310e+22,       21.686000,       4.7540000,   5.3746790e+18,     0.022000000,      0.12200000,      0.12600000,      0.10400000,     0.031643570,   9.7500040e+10,   0.00067137000,   0.00023693000,   9.7500040e+10,       5.4970000,   3.8537000e+11,       2.7348510,   8.4266120e+19,       0.0000000
2010.10.10_05:00:00_TAI,   1.6163370e+22,       27.318000,       89.181000,       92.843000,       34.790000,    -0.031838190,   1.4418660e+13,     0.015247000,    0.0053068800,       728.61700,       124.51000,   5.2340370e+12,       2344.2230,   7.3042660e+22,       21.557000,       5.0040000,   5.3964560e+18,     0.022000000,      0.12100000,      0.12500000,      0.10300000,     0.031376460,   9.7764590e+10,   0.00067872000,   0.00023625000,   9.7764590e+10,       5.5430000,   3.8641800e+11,       2.7902960,   8.6941670e+19,    0.0010000000
2010.10.10_05:12:00_TAI,   1.6216100e+22,       27.418000,       89.641000,       92.863000,       34.755000,    0.0085527700,   1.4348880e+13,     0.015652030,    0.0054170900,       744.17200,       127.95200,   5.1250450e+12,       2315.5100,   7.2633840e+22,       21.529000,       4.8690000,   5.2414240e+18,     0.021000000,      0.11700000,      0.12000000,      0.10000000,     0.030222140,   9.4802020e+10,   0.00068289000,   0.00023635000,   9.4802020e+10,       5.5830000,   3.7471000e+11,       2.7158740,   8.5192620e+19,    0.0050000000
2010.10.10_05:24:00_TAI,   1.6451940e+22,       27.301000,       89.269000,       92.311000,       34.451000,     0.012418500,   1.4430350e+13,     0.016104270,    0.0054843300,       743.21800,       132.71500,   5.7792260e+12,       2264.4790,   7.2777370e+22,       21.372000,       4.6450000,   5.1780380e+18,     0.020000000,      0.11200000,      0.11600000,     0.096000000,     0.029142340,   9.3659620e+10,   0.00067429000,   0.00022964000,   9.3659620e+10,       5.5570000,   3.7019570e+11,       2.6170150,   8.4107380e+19,    0.0020000000
2010.10.10_05:36:00_TAI,   1.6409300e+22,       27.663000,       89.050000,       92.726000,       34.281000,     0.064878040,   1.4532450e+13,     0.015598850,    0.0053077200,       738.64500,       128.42000,   5.2681800e+12,       2290.7150,   7.3605320e+22,       21.553000,       5.3400000,   5.1388520e+18,     0.020000000,      0.11100000,      0.11400000,     0.094000000,     0.028810610,   9.2574360e+10,   0.00065717000,   0.00022362000,   9.2574360e+10,       5.4100000,   3.6590650e+11,       2.7348840,   8.7877380e+19,    0.0020000000
2010.10.10_05:48:00_TAI,   1.6862520e+22,       27.636000,       87.029000,       90.120000,       33.895000,     0.091116260,   1.4944960e+13,     0.015284940,    0.0050282700,       752.41600,       127.30100,   5.3971950e+12,       2188.6020,   7.3591190e+22,       21.384000,       4.7400000,   5.0529930e+18,     0.019000000,      0.10500000,      0.10800000,     0.089000000,     0.027169390,   9.1356400e+10,   0.00063873000,   0.00021013000,   9.1356400e+10,       5.3200000,   3.6109240e+11,       2.4967020,   8.3950980e+19,    0.0020000000
2010.10.10_06:00:00_TAI,   1.7213080e+22,       27.272000,       86.464000,       89.135000,       33.864000,     0.028167240,   1.5265850e+13,     0.015033430,    0.0048338100,       761.12700,       125.93500,   5.4020700e+12,       2114.2880,   7.3156200e+22,       21.145000,       4.4790000,   4.9891560e+18,     0.018000000,      0.10100000,      0.10400000,     0.086000000,     0.026104300,   9.0323170e+10,   0.00062170000,   0.00019990000,   9.0323170e+10,       5.2080000,   3.5700790e+11,       2.3034160,   7.9700180e+19,    0.0030000000
2010.10.10_06:12:00_TAI,   1.7485210e+22,       27.416000,       87.311000,       90.316000,       34.205000,    0.0061229600,   1.5626650e+13,     0.014846910,    0.0047323600,       777.86500,       125.71500,   5.7012320e+12,       2119.4820,   7.4777080e+22,       21.172000,       4.5660000,   4.9525960e+18,     0.018000000,     0.098000000,      0.10100000,     0.084000000,     0.025355020,   8.9454590e+10,   0.00060930000,   0.00019421000,   8.9454590e+10,       5.1590000,   3.5357370e+11,       2.2441200,   7.9174390e+19,    0.0020000000
2010.10.10_06:24:00_TAI,   1.7836770e+22,       27.517000,       86.418000,       89.519000,       33.918000,     0.050699080,   1.6402440e+13,     0.015359610,    0.0048091400,       805.69200,       131.70300,   6.6653080e+12,       2097.1870,   7.6274290e+22,       21.328000,       4.6190000,   4.9031370e+18,     0.018000000,     0.095000000,     0.097000000,     0.080000000,     0.024409570,   8.8777140e+10,   0.00059349000,   0.00018583000,   8.8777140e+10,       5.0890000,   3.5089450e+11,       2.1933390,   7.9771350e+19,    0.0010000000
2010.10.10_06:36:00_TAI,   1.7889720e+22,       27.622000,       86.778000,       89.419000,       34.481000,     0.022206480,   1.6401980e+13,     0.013288080,    0.0042008300,       809.06100,       114.70800,   5.8540190e+12,       2153.8160,   7.8105060e+22,       21.646000,       4.9260000,   4.9875350e+18,     0.018000000,     0.097000000,     0.099000000,     0.082000000,     0.025068240,   9.0906410e+10,   0.00059665000,   0.00018862000,   9.0906410e+10,       5.1510000,   3.5930830e+11,       2.2995910,   8.3391400e+19,    0.0020000000
2010.10.10_06:48:00_TAI,   1.8116530e+22,       27.666000,       86.058000,       88.048000,       34.524000,     0.030492950,   1.6619210e+13,     0.013350080,    0.0042079900,       823.97200,       116.60800,   5.2564020e+12,       2134.2840,   7.8550410e+22,       21.616000,       4.8350000,   4.9285320e+18,     0.018000000,     0.094000000,     0.096000000,     0.081000000,     0.024458780,   9.0018320e+10,   0.00057921000,   0.00018255000,   9.0018320e+10,       5.0590000,   3.5579540e+11,       2.3153010,   8.5212550e+19,    0.0030000000
2010.10.10_07:00:00_TAI,   1.8196420e+22,       27.641000,       86.633000,       88.946000,       34.705000,     0.013549520,   1.6744820e+13,     0.014635920,    0.0046556400,       826.46100,       128.96600,   7.0086950e+12,       2175.0800,   8.0017170e+22,       21.748000,       5.1260000,   4.9748960e+18,     0.018000000,     0.095000000,     0.097000000,     0.082000000,     0.024674530,   9.0773040e+10,   0.00056128000,   0.00017853000,   9.0773040e+10,       4.9460000,   3.5877510e+11,       2.2294440,   8.2017100e+19,    0.0020000000
2010.10.10_07:12:00_TAI,   1.8292900e+22,       27.854000,       88.533000,       91.467000,       35.491000,     0.034731100,   1.7079740e+13,     0.011719520,    0.0037955200,       840.04500,       104.69600,   4.9688490e+12,       2232.5660,   8.1788030e+22,       22.179000,       5.4230000,   5.0925360e+18,     0.018000000,     0.097000000,      0.10000000,     0.084000000,     0.025531970,   9.3534090e+10,   0.00057572000,   0.00018644000,   9.3534090e+10,       5.1430000,   3.6968400e+11,       2.1753110,   7.9690540e+19,    0.0090000000
2010.10.10_07:24:00_TAI,   1.8388410e+22,       27.231000,       88.889000,       91.241000,       35.653000,    0.0084396300,   1.7090530e+13,     0.013799480,    0.0045134000,       848.36300,       124.21800,   6.1183300e+12,       2232.2390,   8.1589300e+22,       21.828000,       4.4690000,   5.2056150e+18,     0.019000000,      0.10000000,      0.10200000,     0.086000000,     0.026237060,   9.5897610e+10,   0.00058384000,   0.00019094000,   9.5897610e+10,       5.2550000,   3.7902090e+11,       2.4286170,   8.8767020e+19,    0.0020000000
2010.10.10_07:36:00_TAI,   1.8361990e+22,       27.549000,       90.121000,       92.468000,       36.207000,    -0.044179720,   1.7550690e+13,     0.012105650,    0.0039961600,       867.84500,       109.34700,   5.2940300e+12,       2324.3100,   8.4469930e+22,       22.263000,       4.7400000,   5.2696300e+18,     0.019000000,      0.10200000,      0.10400000,     0.088000000,     0.026831840,   9.7512100e+10,   0.00057597000,   0.00019013000,   9.7512100e+10,       5.2020000,   3.8539680e+11,       2.2639890,   8.2277760e+19,    0.0020000000
2010.10.10_07:48:00_TAI,   1.8292250e+22,       27.557000,       91.573000,       94.094000,       37.233000,    -0.047278260,   1.8041180e+13,     0.012971320,    0.0043304200,       892.53300,       117.17200,   6.2414500e+12,       2386.9570,   8.5776590e+22,       22.483000,       4.9480000,   5.3633460e+18,     0.019000000,      0.10500000,      0.10700000,     0.091000000,     0.027739860,   9.9684720e+10,   0.00058947000,   0.00019679000,   9.9684720e+10,       5.3250000,   3.9397770e+11,       2.4365900,   8.7560200e+19,    0.0030000000
2010.10.10_08:00:00_TAI,   1.7954430e+22,       27.556000,       92.965000,       95.555000,       38.280000,   -0.0064660300,   1.7896310e+13,     0.013345570,    0.0045527400,       888.12700,       119.28200,   6.1320330e+12,       2463.9880,   8.5733860e+22,       22.540000,       5.0730000,   5.4040060e+18,     0.020000000,      0.10900000,      0.11200000,     0.095000000,     0.028926790,   1.0065010e+11,   0.00059670000,   0.00020356000,   1.0065010e+11,       5.3330000,   3.9778640e+11,       2.5384790,   8.8325770e+19,    0.0020000000
2010.10.10_08:12:00_TAI,   1.7646230e+22,       27.146000,       93.642000,       96.188000,       38.318000,    -0.015072680,   1.7021830e+13,     0.013587240,    0.0047927800,       870.20900,       120.85900,   6.2049780e+12,       2475.3390,   8.2897350e+22,       22.081000,       4.2670000,   5.3968070e+18,     0.020000000,      0.11400000,      0.11600000,      0.10000000,     0.030117390,   1.0086100e+11,   0.00060154000,   0.00021219000,   1.0086100e+11,       5.3510000,   3.9861290e+11,       2.6047210,   8.7230270e+19,    0.0030000000
2010.10.10_08:24:00_TAI,   1.7363570e+22,       27.243000,       94.148000,       96.518000,       38.480000,    0.0063695000,   1.7239950e+13,     0.012765520,    0.0045103600,       872.75200,       111.75800,   5.8860000e+12,       2525.0200,   8.3089020e+22,       22.269000,       4.6610000,   5.4739770e+18,     0.021000000,      0.11700000,      0.12000000,      0.10300000,     0.031127950,   1.0243050e+11,   0.00062245000,   0.00021992000,   1.0243050e+11,       5.4490000,   4.0480810e+11,       2.6890340,   8.8486130e+19,    0.0040000000
2010.10.10_08:36:00_TAI,   1.7070980e+22,       27.247000,       93.801000,       96.415000,       38.045000,    -0.020490500,   1.6734570e+13,     0.017512270,    0.0061775700,       852.67800,       150.59100,   7.3676920e+12,       2556.6360,   8.2771260e+22,       22.376000,       4.7170000,   5.4488680e+18,     0.021000000,      0.11900000,      0.12100000,      0.10400000,     0.031445910,   1.0180630e+11,   0.00063443000,   0.00022381000,   1.0180630e+11,       5.4560000,   4.0233290e+11,       2.7981970,   9.0591820e+19,    0.0020000000
2010.10.10_08:48:00_TAI,   1.6588430e+22,       27.079000,       93.354000,       96.483000,       37.863000,    -0.060690630,   1.6389770e+13,     0.013615510,    0.0048366200,       823.87900,       113.98900,   4.9112860e+12,       2524.8590,   7.9026430e+22,       22.281000,       4.5780000,   5.3649530e+18,     0.021000000,      0.12100000,      0.12300000,      0.10700000,     0.032182080,   1.0072780e+11,   0.00064901000,   0.00023055000,   1.0072780e+11,       5.4330000,   3.9806200e+11,       2.7740080,   8.6824630e+19,    0.0010000000
2010.10.10_09:00:00_TAI,   1.6536400e+22,       27.213000,       93.503000,       96.157000,       37.982000,    -0.021961440,   1.6019530e+13,     0.018798000,    0.0066472900,       819.94800,       156.54400,   7.9444960e+12,       2529.3100,   7.9105300e+22,       22.095000,       4.4250000,   5.4214580e+18,     0.021000000,      0.12200000,      0.12500000,      0.10800000,     0.032542060,   1.0177670e+11,   0.00065277000,   0.00023083000,   1.0177670e+11,       5.4360000,   4.0219800e+11,       2.8427880,   8.8909440e+19,    0.0030000000
2010.10.10_09:12:00_TAI,   1.6431160e+22,       27.133000,       93.497000,       96.173000,       38.118000,    -0.042610800,   1.5989640e+13,     0.013757990,    0.0048096500,       810.29400,       113.22900,   5.8201200e+12,       2493.3440,   7.7957270e+22,       22.078000,       4.3660000,   5.4220920e+18,     0.022000000,      0.12300000,      0.12500000,      0.10800000,     0.032578380,   1.0186000e+11,   0.00066530000,   0.00023258000,   1.0186000e+11,       5.4750000,   4.0251740e+11,       2.8361150,   8.8674380e+19,    0.0040000000
2010.10.10_09:24:00_TAI,   1.6349460e+22,       26.847000,       93.005000,       95.252000,       37.585000,    -0.048454220,   1.5406440e+13,     0.014432790,    0.0050643900,       786.85100,       118.24800,   6.0941450e+12,       2476.8830,   7.6804460e+22,       21.889000,       4.0770000,   5.4140410e+18,     0.022000000,      0.12300000,      0.12600000,      0.10800000,     0.032754560,   1.0156700e+11,   0.00066897000,   0.00023475000,   1.0156700e+11,       5.4810000,   4.0134930e+11,       2.8215830,   8.7493070e+19,    0.0030000000
2010.10.10_09:36:00_TAI,   1.6567550e+22,       26.980000,       91.270000,       93.874000,       37.105000,     0.026934430,   1.5492220e+13,     0.013508670,    0.0045871600,       779.31800,       110.80300,   5.5247490e+12,       2375.6180,   7.6207260e+22,       21.841000,       4.2390000,   5.4425130e+18,     0.021000000,      0.12000000,      0.12200000,      0.10600000,     0.031854100,   1.0218450e+11,   0.00067463000,   0.00022907000,   1.0218450e+11,       5.5330000,   4.0377890e+11,       2.6754670,   8.5826070e+19,    0.0040000000
2010.10.10_09:48:00_TAI,   1.6377290e+22,       26.758000,       92.053000,       94.730000,       37.070000,     0.063143140,   1.5256910e+13,     0.011737940,    0.0040260600,       782.54400,       95.571000,   4.1510200e+12,       2367.9310,   7.4649290e+22,       21.549000,       4.1120000,   5.3816490e+18,     0.021000000,      0.12100000,      0.12300000,      0.10600000,     0.032094900,   1.0117950e+11,   0.00069269000,   0.00023757000,   1.0117950e+11,       5.6390000,   3.9979700e+11,       2.7424960,   8.6457530e+19,    0.0050000000
2010.10.10_10:00:00_TAI,   1.6427110e+22,       26.523000,       91.693000,       93.822000,       36.595000,     0.063697030,   1.4869960e+13,     0.012047180,    0.0041498000,       774.39400,       98.217000,   4.6031950e+12,       2350.3080,   7.3887710e+22,       21.322000,       3.8610000,   5.3997300e+18,     0.021000000,      0.12200000,      0.12400000,      0.10700000,     0.032152530,   1.0107940e+11,   0.00069965000,   0.00024099000,   1.0107940e+11,       5.7040000,   3.9938990e+11,       2.7703550,   8.7092950e+19,    0.0040000000
2010.10.10_10:12:00_TAI,   1.6538450e+22,       26.833000,       90.334000,       92.166000,       36.224000,     0.039765730,   1.5121320e+13,     0.011630790,    0.0039008600,       778.60600,       94.569000,   4.5877480e+12,       2294.4580,   7.3871850e+22,       21.484000,       4.2200000,   5.4886560e+18,     0.022000000,      0.12100000,      0.12300000,      0.10600000,     0.031859710,   1.0257480e+11,   0.00070341000,   0.00023591000,   1.0257480e+11,       5.7190000,   4.0528680e+11,       2.7292930,   8.7871700e+19,    0.0040000000
