T_REC,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANALP,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,ERRVF,ERRGAM,ERRBT,ERRBZ,ERRBH,ERRJZ,ERRUSI,ERRALP,ERRMIH,ERRUSI,ERRTAI,ERRJHT,ERRMPOT,ERRTPOT,ERRMSHA
2010.08.18_00:00:00_TAI,   9.2806590e+21,       23.855000,       93.752000,       94.677000,       30.729000,     0.057883220,   8.1604330e+12,    0.0073564200,    0.0019826700,       373.12000,       29.177000,   2.8514200e+12,       1305.1420,   2.5507050e+22,       19.356000,      0.93100000,   3.9629680e+18,     0.029000000,      0.14600000,      0.14700000,      0.13300000,     0.040911960,   7.9956300e+10,   0.00093015000,   0.00025069000,   7.9956300e+10,       3.6890000,   3.2447370e+11,       2.4742060,   4.8354660e+19,     0.042000000
2010.08.18_00:12:00_TAI,   9.2428520e+21,       23.920000,       93.930000,       94.682000,       31.222000,     0.035849040,   8.1772710e+12,    0.0068653000,    0.0018438500,       372.79100,       27.068000,   2.7246380e+12,       1290.4560,   2.5158350e+22,       19.216000,      0.62000000,   3.9234500e+18,     0.029000000,      0.14500000,      0.14700000,      0.13300000,     0.040828680,   7.9598340e+10,   0.00092589000,   0.00024867000,   7.9598340e+10,       3.6500000,   3.2302770e+11,       2.4595390,   4.7950430e+19,      0.10100000
2010.08.18_00:24:00_TAI,   9.1913000e+21,       23.721000,       94.886000,       95.685000,       31.124000,     0.094737110,   7.9735520e+12,    0.0081628100,    0.0021925100,       362.26100,       31.873000,   3.2515110e+12,       1288.4420,   2.4874390e+22,       19.107000,      0.64000000,   3.8418000e+18,     0.028000000,      0.14400000,      0.14500000,      0.13200000,     0.040452380,   7.8096500e+10,   0.00091961000,   0.00024700000,   7.8096500e+10,       3.5910000,   3.1693960e+11,       2.4311890,   4.6936020e+19,     0.064000000
2010.08.18_00:36:00_TAI,   9.1651610e+21,       23.876000,       94.867000,       95.680000,       31.184000,      0.11171729,   8.0461130e+12,    0.0082298700,    0.0022046800,       366.89900,       32.069000,   3.3420540e+12,       1310.3250,   2.5314270e+22,       19.418000,       1.0720000,   3.8719470e+18,     0.028000000,      0.14500000,      0.14600000,      0.13300000,     0.040829580,   7.8878960e+10,   0.00092772000,   0.00024852000,   7.8878960e+10,       3.6150000,   3.2012180e+11,       2.4878610,   4.8063170e+19,     0.060000000
2010.08.18_00:48:00_TAI,   9.1227990e+21,       23.891000,       95.115000,       96.080000,       31.487000,     0.015869780,   8.0334640e+12,    0.0079732200,    0.0021362100,       365.42900,       30.943000,   3.2539760e+12,       1289.9530,   2.4816190e+22,       19.220000,       1.2080000,   3.8631280e+18,     0.028000000,      0.14600000,      0.14700000,      0.13300000,     0.040962550,   7.8804000e+10,   0.00092749000,   0.00024849000,   7.8804000e+10,       3.5990000,   3.1982450e+11,       2.4361440,   4.6866670e+19,     0.042000000
2010.08.18_01:00:00_TAI,   9.0657400e+21,       23.655000,       94.642000,       95.373000,       31.533000,     0.033264560,   7.8465900e+12,    0.0076674700,    0.0020570700,       354.34700,       29.614000,   2.9869870e+12,       1276.0350,   2.4395910e+22,       19.014000,      0.84100000,   3.8201780e+18,     0.029000000,      0.14400000,      0.14600000,      0.13200000,     0.040514660,   7.7458060e+10,   0.00091060000,   0.00024430000,   7.7458060e+10,       3.5170000,   3.1436890e+11,       2.3704750,   4.5319990e+19,     0.069000000
2010.08.18_01:12:00_TAI,   9.0960030e+21,       23.843000,       94.643000,       95.383000,       31.452000,     0.046937530,   7.9128160e+12,    0.0080035200,    0.0021220700,       356.18900,       30.882000,   2.8098110e+12,       1270.3060,   2.4551240e+22,       19.133000,      0.94800000,   3.8747670e+18,     0.029000000,      0.14500000,      0.14600000,      0.13200000,     0.040826810,   7.8906110e+10,   0.00092205000,   0.00024447000,   7.8906110e+10,       3.5580000,   3.2025300e+11,       2.3857140,   4.6108770e+19,     0.014000000
2010.08.18_01:24:00_TAI,   8.9833130e+21,       23.810000,       95.205000,       96.023000,       32.044000,     0.050610540,   7.8169220e+12,    0.0072984400,    0.0019595800,       351.30200,       27.989000,   2.2981610e+12,       1294.3380,   2.4551590e+22,       19.180000,      0.88900000,   3.8482430e+18,     0.029000000,      0.14700000,      0.14800000,      0.13400000,     0.041346400,   7.8427760e+10,   0.00092616000,   0.00024866000,   7.8427760e+10,       3.5520000,   3.1831870e+11,       2.4236600,   4.5973110e+19,     0.049000000
2010.08.18_01:36:00_TAI,   9.0322440e+21,       23.912000,       95.536000,       96.466000,       32.013000,     0.063368080,   7.9281360e+12,    0.0089087400,    0.0023791600,       357.43500,       34.293000,   2.9425240e+12,       1291.6410,   2.4726860e+22,       19.319000,       1.1030000,   3.8547990e+18,     0.029000000,      0.14500000,      0.14600000,      0.13300000,     0.041038980,   7.8564040e+10,   0.00092236000,   0.00024632000,   7.8564040e+10,       3.5500000,   3.1887880e+11,       2.4527780,   4.6955390e+19,     0.015000000
2010.08.18_01:48:00_TAI,   9.0604330e+21,       23.969000,       95.350000,       96.151000,       32.161000,     0.071083510,   7.9493840e+12,    0.0081395300,    0.0021642600,       356.19800,       31.386000,   2.6291530e+12,       1272.8930,   2.4515040e+22,       19.196000,      0.72400000,   3.9081730e+18,     0.030000000,      0.14700000,      0.14800000,      0.13500000,     0.041481450,   7.9890360e+10,   0.00093565000,   0.00024878000,   7.9890360e+10,       3.6080000,   3.2426940e+11,       2.4482020,   4.7150660e+19,     0.026000000
2010.08.18_02:00:00_TAI,   8.9222420e+21,       23.960000,       96.220000,       97.040000,       32.286000,     0.028669700,   7.9851560e+12,    0.0056792800,    0.0015352600,       363.63200,       21.755000,   1.8929930e+12,       1296.8190,   2.4407490e+22,       19.182000,      0.94600000,   3.9133570e+18,     0.030000000,      0.15000000,      0.15200000,      0.13800000,     0.042522040,   8.0030920e+10,   0.00095277000,   0.00025756000,   8.0030920e+10,       3.6500000,   3.2484700e+11,       2.5644680,   4.8265980e+19,     0.022000000
2010.08.18_02:12:00_TAI,   8.9590460e+21,       23.844000,       97.050000,       97.863000,       32.422000,      0.10513522,   8.0016950e+12,    0.0076961500,    0.0020858600,       368.23600,       29.632000,   2.4550760e+12,       1304.9820,   2.4621800e+22,       19.229000,      0.66200000,   3.9029500e+18,     0.029000000,      0.14900000,      0.15100000,      0.13700000,     0.042322320,   7.9851770e+10,   0.00095669000,   0.00025929000,   7.9851770e+10,       3.6830000,   3.2412690e+11,       2.5352310,   4.7833560e+19,     0.083000000
2010.08.18_02:24:00_TAI,   8.9827740e+21,       23.805000,       97.123000,       97.778000,       32.582000,      0.12837282,   8.1246160e+12,    0.0076137000,    0.0020495600,       369.57300,       29.319000,   2.4001440e+12,       1308.5130,   2.4858710e+22,       19.419000,      0.72000000,   3.9435200e+18,     0.030000000,      0.15000000,      0.15100000,      0.13800000,     0.042506060,   8.0751660e+10,   0.00095556000,   0.00025723000,   8.0751660e+10,       3.6800000,   3.2778670e+11,       2.5301390,   4.8066780e+19,     0.046000000
