Date_obs,MCDz,errMCDz,MCHz,errMCHz,TCHz,errTCHz,ABSNCHz,errABSNCHz,USFz,errUSFz,Brhdr.T_REC,Brhdr.Meanjzd,Brhdr.errjz,Brhdr.meanjzh,Brhdr.errmih,Brhdr.totusjh,Brhdr.errtui,Brhdr.absnjzh,Brhdr.errtai,Brhdr.usflux,Brhdr.errvf
2010.11.07_00:00:00_TAI,      0.36239959,      0.30525719,  -3.9101317e-05,   0.00061150895,     0.032884208,      0.51427903,       9.3042135,      0.51427903,   2.4920880e+20,   2.0664150e+18,2010.11.07_00:00:00_TAI,      0.14717588,     0.022835250,    0.0019484600,   0.00014419000,       1631.2910,      7.45800,      100.782,      7.45800,   3.2461400e+22,   7.7100590e+18
2010.11.07_00:12:00_TAI,      0.48919305,      0.32635848,  -0.00019997159,   0.00061596132,      0.16817611,      0.51802347,       8.7568383,      0.51802347,   2.4406163e+20,   2.1707165e+18,2010.11.07_00:12:00_TAI,      0.15947382,     0.022879590,    0.0019673400,   0.00014441000,       1616.8390,      7.45400,      101.550,      7.45400,   3.2405820e+22,   7.7071600e+18
2010.11.07_00:24:00_TAI,      0.44802430,      0.32025121,   0.00015041581,   0.00064388287,      0.12649970,      0.54150549,       9.4422597,      0.54150549,   2.5723583e+20,   2.1532240e+18,2010.11.07_00:24:00_TAI,      0.19521242,     0.022821460,    0.0019006000,   0.00014285000,       1619.2760,      7.44700,      99.0840,      7.44700,   3.2500950e+22,   7.7527000e+18
2010.11.07_00:36:00_TAI,      0.39492202,      0.32277349,   0.00025395936,   0.00062434940,      0.21357982,      0.52507785,       8.6823731,      0.52507785,   2.4212841e+20,   2.1460845e+18,2010.11.07_00:36:00_TAI,      0.17022979,     0.022702680,    0.0018067000,   0.00014357000,       1616.4870,      7.44300,      93.6550,      7.44300,   3.2509650e+22,   7.6497750e+18
2010.11.07_00:48:00_TAI,      0.10381056,      0.29974869,   0.00016301163,   0.00058777463,      0.13709278,      0.49431846,       9.1348484,      0.49431846,   2.3983260e+20,   1.9905636e+18,2010.11.07_00:48:00_TAI,      0.17305969,     0.022889550,    0.0015735300,   0.00014547000,       1629.1050,      7.51200,      81.2590,      7.51200,   3.2428990e+22,   7.6707640e+18
2010.11.07_01:00:00_TAI,      0.17684223,      0.31377409,   0.00047804441,   0.00063164268,      0.40203535,      0.53121150,       9.7400114,      0.53121150,   2.4541821e+20,   2.1001099e+18,2010.11.07_01:00:00_TAI,      0.19622740,     0.023072720,    0.0020939200,   0.00014764000,       1618.4730,      7.61900,      108.050,      7.61900,   3.2382500e+22,   7.6989340e+18
2010.11.07_01:12:00_TAI,      0.17273327,      0.28641438,   0.00067720722,   0.00056961689,      0.56953127,      0.47904780,       9.2670931,      0.47904780,   2.4030178e+20,   1.8913547e+18,2010.11.07_01:12:00_TAI,      0.18162611,     0.023400180,    0.0021320900,   0.00014792000,       1611.8450,      7.60700,      109.649,      7.60700,   3.2248450e+22,   7.7715630e+18
2010.11.07_01:24:00_TAI,      0.28039833,      0.30614886,   2.8616059e-05,   0.00058609629,     0.024066105,      0.49290698,       8.5982216,      0.49290698,   2.3887036e+20,   2.0194067e+18,2010.11.07_01:24:00_TAI,      0.19740263,     0.023686710,    0.0020141400,   0.00015164000,       1633.1860,      7.75900,      103.062,      7.75900,   3.2178980e+22,   7.8149040e+18
2010.11.07_01:36:00_TAI,      0.42273830,      0.31993549,   0.00052849876,   0.00058211957,      0.44446746,      0.48956256,       8.9578122,      0.48956256,   2.2893313e+20,   2.0516966e+18,2010.11.07_01:36:00_TAI,      0.20858796,     0.023968480,    0.0022485600,   0.00015399000,       1634.9950,      7.82800,      114.306,      7.82800,   3.2097190e+22,   7.8396060e+18
2010.11.07_01:48:00_TAI,      0.40321654,      0.30300389,  -2.5011425e-05,   0.00057098643,     0.021034609,      0.48019958,       9.8596418,      0.48019958,   2.3449137e+20,   1.9765646e+18,2010.11.07_01:48:00_TAI,      0.18403684,     0.024257840,    0.0020989000,   0.00015754000,       1653.6960,      7.95300,      105.954,      7.95300,   3.1930360e+22,   7.8628050e+18
