Date_obs,MCDz,errMCDz,MCHz,errMCHz,TCHz,errTCHz,ABSNCHz,errABSNCHz,USFz,errUSFz,Brhdr.T_REC,Brhdr.Meanjzd,Brhdr.errjz,Brhdr.meanjzh,Brhdr.errmih,Brhdr.totusjh,Brhdr.errtui,Brhdr.absnjzh,Brhdr.errtai,Brhdr.usflux,Brhdr.errvf
2010.09.13_00:00:00_TAI,      0.96690566,      0.13594851,    0.0089797746,   0.00095377574,       7.5519904,      0.80212540,       26.059210,      0.80212540,   7.4922108e+20,   7.9157253e+17,2010.09.13_00:00:00_TAI,     0.051812240,     0.021188780,    0.0037158300,   0.00014393000,       1242.3180,      7.34700,      189.674,      7.34700,   3.3873800e+22,   7.8981170e+18
2010.09.13_00:12:00_TAI,      0.75242200,      0.11882209,    0.0066583625,   0.00090543392,       5.5996829,      0.76146992,       23.464760,      0.76146992,   7.5356980e+20,   6.9825281e+17,2010.09.13_00:12:00_TAI,     0.046950650,     0.021202070,    0.0037040600,   0.00014509000,       1244.5160,      7.36000,      187.903,      7.36000,   3.3747370e+22,   7.8491130e+18
2010.09.13_00:24:00_TAI,      0.97171306,      0.12457287,    0.0082643800,   0.00094979327,       6.9503436,      0.79877614,       24.589959,      0.79877614,   7.4926450e+20,   7.3448768e+17,2010.09.13_00:24:00_TAI,     0.036425270,     0.021200460,    0.0037869500,   0.00014442000,       1250.8930,      7.39000,      193.782,      7.39000,   3.3865500e+22,   7.9073940e+18
2010.09.13_00:36:00_TAI,       1.1066556,      0.13721357,    0.0093706765,    0.0010016135,       7.8807389,      0.84235698,       23.924763,      0.84235698,   7.4615326e+20,   8.0306859e+17,2010.09.13_00:36:00_TAI,     0.046305280,     0.021129370,    0.0035910700,   0.00014603000,       1256.4380,      7.52000,      184.937,      7.52000,   3.3941760e+22,   7.9252550e+18
2010.09.13_00:48:00_TAI,      0.93429627,      0.13252102,    0.0095847575,    0.0010131672,       8.0607810,      0.85207365,       23.703099,      0.85207365,   7.4416323e+20,   7.7065802e+17,2010.09.13_00:48:00_TAI,     0.040336820,     0.021159080,    0.0036143100,   0.00014700000,       1260.6090,      7.53900,      185.356,      7.53900,   3.3825710e+22,   7.8604380e+18
2010.09.13_01:00:00_TAI,       1.0744591,      0.13785564,     0.010931270,    0.0010284447,       9.1931978,      0.86492198,       22.739375,      0.86492198,   7.4880328e+20,   8.0239717e+17,2010.09.13_01:00:00_TAI,     0.045178280,     0.021438610,    0.0035520300,   0.00014566000,       1269.2530,      7.66400,      186.879,      7.66400,   3.4196290e+22,   8.1636630e+18
2010.09.13_01:12:00_TAI,       1.0440891,      0.13967628,     0.011237552,    0.0010354035,       9.4507812,      0.87077437,       23.643879,      0.87077437,   7.4478676e+20,   8.1766501e+17,2010.09.13_01:12:00_TAI,     0.041823840,     0.021543870,    0.0037330000,   0.00014766000,       1249.1630,      7.55300,      190.962,      7.55300,   3.3633830e+22,   7.9853090e+18
2010.09.13_01:24:00_TAI,      0.85130179,      0.12374937,    0.0088806089,   0.00093239857,       7.4685921,      0.78414720,       21.229970,      0.78414720,   7.4502705e+20,   7.2799272e+17,2010.09.13_01:24:00_TAI,     0.069754380,     0.021795590,    0.0035587800,   0.00014760000,       1245.1840,      7.58800,      182.946,      7.58800,   3.3685580e+22,   8.0839540e+18
2010.09.13_01:36:00_TAI,      0.83761179,      0.11921632,    0.0082889789,   0.00093990827,       6.9710312,      0.79046286,       22.950497,      0.79046286,   7.4842242e+20,   7.0470422e+17,2010.09.13_01:36:00_TAI,     0.030008680,     0.021549860,    0.0034275800,   0.00014817000,       1259.7480,      7.61500,      176.147,      7.61500,   3.3697730e+22,   8.0180240e+18
2010.09.13_01:48:00_TAI,      0.75961042,      0.12265454,    0.0070998338,   0.00093746001,       5.9709602,      0.78840387,       23.945636,      0.78840387,   7.4116738e+20,   7.2704465e+17,2010.09.13_01:48:00_TAI,     0.057553600,     0.021443370,    0.0035206100,   0.00014721000,       1263.6660,      7.50000,      179.368,      7.50000,   3.3552500e+22,   7.8942910e+18
2010.09.13_02:00:00_TAI,      0.64138673,      0.12580320,    0.0057219537,   0.00096089947,       4.8121631,      0.80811645,       22.319265,      0.80811645,   7.3941564e+20,   7.4611723e+17,2010.09.13_02:00:00_TAI,     0.063447400,     0.021612790,    0.0036962100,   0.00014641000,       1264.6830,      7.47700,      188.754,      7.47700,   3.3632250e+22,   7.9399790e+18
2010.09.13_02:12:00_TAI,      0.47664417,      0.12374890,    0.0040618157,   0.00093603537,       3.4159870,      0.78720574,       21.715665,      0.78720574,   7.4173893e+20,   7.3059498e+17,2010.09.13_02:12:00_TAI,     0.040365320,     0.021265790,    0.0034780600,   0.00014667000,       1260.8990,      7.45600,      176.814,      7.45600,   3.3618790e+22,   7.7580060e+18
2010.09.13_02:24:00_TAI,      0.58923089,      0.12637145,    0.0055366858,   0.00093607897,       4.6563527,      0.78724241,       23.576023,      0.78724241,   7.3795960e+20,   7.3963730e+17,2010.09.13_02:24:00_TAI,     0.060244310,     0.021668210,    0.0035845300,   0.00015193000,       1291.9360,      7.77800,      183.506,      7.77800,   3.3900160e+22,   7.9338520e+18
2010.09.13_02:36:00_TAI,      0.72233123,      0.13332589,    0.0068162720,   0.00099075840,       5.7324848,      0.83322782,       24.866071,      0.83322782,   7.3998780e+20,   7.7575882e+17,2010.09.13_02:36:00_TAI,     0.044319250,     0.021830210,    0.0034237300,   0.00014909000,       1290.7430,      7.57600,      173.970,      7.57600,   3.3742220e+22,   7.9112140e+18
2010.09.13_02:48:00_TAI,      0.80766250,      0.14364232,    0.0060082992,   0.00099382943,       5.0529797,      0.83581055,       24.608933,      0.83581055,   7.3430924e+20,   8.2593580e+17,2010.09.13_02:48:00_TAI,     0.040216740,     0.022307690,    0.0036113900,   0.00015205000,       1286.6700,      7.69100,      182.671,      7.69100,   3.3638910e+22,   8.0501690e+18
2010.09.13_03:00:00_TAI,      0.74002766,      0.12829922,    0.0053934965,   0.00094452644,       4.5359305,      0.79434674,       24.448728,      0.79434674,   7.1925922e+20,   7.4106628e+17,2010.09.13_03:00:00_TAI,     0.063394140,     0.022167650,    0.0035499100,   0.00015564000,       1301.3950,      7.80900,      178.102,      7.80900,   3.3605320e+22,   7.9145480e+18
2010.09.13_03:12:00_TAI,      0.88711012,      0.13830266,    0.0070336188,   0.00099463227,       5.9152734,      0.83648574,       25.039140,      0.83648574,   7.2234379e+20,   7.8391373e+17,2010.09.13_03:12:00_TAI,     0.057693600,     0.022245280,    0.0037613400,   0.00015334000,       1320.6940,      7.70300,      188.940,      7.70300,   3.3644950e+22,   7.9391440e+18
2010.09.13_03:24:00_TAI,      0.97659708,      0.13592526,    0.0067988423,   0.00099732051,       5.7178263,      0.83874655,       24.535222,      0.83874655,   7.1970115e+20,   7.6853559e+17,2010.09.13_03:24:00_TAI,     0.067788380,     0.022834430,    0.0034777600,   0.00015826000,       1329.9390,      7.95600,      174.827,      7.95600,   3.3677480e+22,   8.1269370e+18
2010.09.13_04:36:00_TAI,      0.79717784,      0.16594378,    0.0045348756,    0.0012473328,       3.8138304,       1.0490069,       27.861082,       1.0490069,   7.1662959e+20,   9.1582975e+17,2010.09.13_04:36:00_TAI,     0.050465760,     0.025085930,    0.0042088300,   0.00018284000,       1335.5390,      8.27400,      190.458,      8.27400,   3.1349260e+22,   7.9667260e+18
2010.09.13_04:48:00_TAI,      0.92130208,      0.16800925,    0.0049468157,    0.0012839875,       4.1602720,       1.0798335,       29.530343,       1.0798335,   7.0946604e+20,   9.2461569e+17,2010.09.13_04:48:00_TAI,     0.043534780,     0.025349900,    0.0041023800,   0.00018736000,       1322.7960,      8.33900,      182.597,      8.33900,   3.0908470e+22,   7.8883040e+18
2010.09.13_05:00:00_TAI,      0.83907619,      0.17367453,    0.0051844949,    0.0012584897,       4.3601602,       1.0583899,       25.142334,       1.0583899,   6.9521344e+20,   9.5724031e+17,2010.09.13_05:00:00_TAI,    0.0084185200,     0.025620180,    0.0042789100,   0.00019565000,       1296.0390,      8.61200,      188.353,      8.61200,   3.0599910e+22,   7.8625430e+18
