Date_obs,MCDz,errMCDz,MCHz,errMCHz,TCHz,errTCHz,ABSNCHz,errABSNCHz,USFz,errUSFz,Brhdr.T_REC,Brhdr.Meanjzd,Brhdr.errjz,Brhdr.meanjzh,Brhdr.errmih,Brhdr.totusjh,Brhdr.errtui,Brhdr.absnjzh,Brhdr.errtai,Brhdr.usflux,Brhdr.errvf
2010.08.18_00:00:00_TAI,     -0.19391101,      0.15914475,   0.00088200762,   0.00022623760,       6.9863824,       1.7920280,       80.593376,       1.7920280,   1.3265426e+21,   8.1345947e+18,2010.08.18_00:00:00_TAI,     0.057883220,     0.040911960,    0.0019826700,   0.00025069000,      373.120,      3.68900,      29.1770,      3.68900,   9.2806590e+21,   3.9629680e+18
2010.08.18_00:12:00_TAI,     -0.19445326,      0.13032400,   0.00083426279,   0.00019038407,       6.6081955,       1.5080322,       76.507305,       1.5080322,   1.3076851e+21,   6.8953709e+18,2010.08.18_00:12:00_TAI,     0.035849040,     0.040828680,    0.0018438500,   0.00024867000,      372.791,      3.65000,      27.0680,      3.65000,   9.2428520e+21,   3.9234500e+18
2010.08.18_00:24:00_TAI,    -0.071144914,      0.12983359,   0.00081262027,   0.00019426348,       6.4367652,       1.5387610,       80.550754,       1.5387610,   1.3274601e+21,   6.8441004e+18,2010.08.18_00:24:00_TAI,     0.094737110,     0.040452380,    0.0021925100,   0.00024700000,      362.261,      3.59100,      31.8730,      3.59100,   9.1913000e+21,   3.8418000e+18
2010.08.18_00:36:00_TAI,     -0.16878285,      0.13324889,   0.00080072388,   0.00019168875,       6.3425339,       1.5183665,       75.832950,       1.5183665,   1.2896202e+21,   7.1242079e+18,2010.08.18_00:36:00_TAI,      0.11171729,     0.040829580,    0.0022046800,   0.00024852000,      366.899,      3.61500,      32.0690,      3.61500,   9.1651610e+21,   3.8719470e+18
2010.08.18_00:48:00_TAI,    -0.047697710,      0.12881351,   0.00072964669,   0.00018895403,       5.7795314,       1.4967049,       74.824289,       1.4967049,   1.3009398e+21,   6.8225412e+18,2010.08.18_00:48:00_TAI,     0.015869780,     0.040962550,    0.0021362100,   0.00024849000,      365.429,      3.59900,      30.9430,      3.59900,   9.1227990e+21,   3.8631280e+18
2010.08.18_01:00:00_TAI,    -0.071227614,      0.13101082,   0.00071820821,   0.00019617758,       5.6889272,       1.5539226,       77.813812,       1.5539226,   1.3101535e+21,   6.9520864e+18,2010.08.18_01:00:00_TAI,     0.033264560,     0.040514660,    0.0020570700,   0.00024430000,      354.347,      3.51700,      29.6140,      3.51700,   9.0657400e+21,   3.8201780e+18
2010.08.18_01:12:00_TAI,     -0.11182425,      0.13264086,   0.00069266239,   0.00019559970,       5.4865788,       1.5493452,       76.096248,       1.5493452,   1.2994539e+21,   7.0578450e+18,2010.08.18_01:12:00_TAI,     0.046937530,     0.040826810,    0.0021220700,   0.00024447000,      356.189,      3.55800,      30.8820,      3.55800,   9.0960030e+21,   3.8747670e+18
2010.08.18_01:24:00_TAI,    -0.089246283,      0.12993727,   0.00056357485,   0.00018883494,       4.4640764,       1.4957616,       74.816999,       1.4957616,   1.2767664e+21,   6.8201513e+18,2010.08.18_01:24:00_TAI,     0.050610540,     0.041346400,    0.0019595800,   0.00024866000,      351.302,      3.55200,      27.9890,      3.55200,   8.9833130e+21,   3.8482430e+18
2010.08.18_01:36:00_TAI,     -0.15961129,      0.12787839,   0.00076242337,   0.00018924319,       6.0391555,       1.4989953,       76.433747,       1.4989953,   1.2982741e+21,   6.7054692e+18,2010.08.18_01:36:00_TAI,     0.063368080,     0.041038980,    0.0023791600,   0.00024632000,      357.435,      3.55000,      34.2930,      3.55000,   9.0322440e+21,   3.8547990e+18
2010.08.18_01:48:00_TAI,     -0.16360188,      0.13119014,   0.00063626861,   0.00019173832,       5.0398837,       1.5187593,       75.275824,       1.5187593,   1.2848197e+21,   6.9271130e+18,2010.08.18_01:48:00_TAI,     0.071083510,     0.041481450,    0.0021642600,   0.00024878000,      356.198,      3.60800,      31.3860,      3.60800,   9.0604330e+21,   3.9081730e+18
2010.08.18_02:00:00_TAI,     -0.11024089,      0.13270111,   0.00074991619,   0.00019512641,       5.9400861,       1.5455963,       77.941752,       1.5455963,   1.3296052e+21,   7.3211874e+18,2010.08.18_02:00:00_TAI,     0.028669700,     0.042522040,    0.0015352600,   0.00025756000,      363.632,      3.65000,      21.7550,      3.65000,   8.9222420e+21,   3.9133570e+18
2010.08.18_02:12:00_TAI,     -0.14044856,      0.13443404,   0.00074483674,   0.00019640973,       5.8998518,       1.5557615,       75.958853,       1.5557615,   1.3169713e+21,   7.0627136e+18,2010.08.18_02:12:00_TAI,      0.10513522,     0.042322320,    0.0020858600,   0.00025929000,      368.236,      3.68300,      29.6320,      3.68300,   8.9590460e+21,   3.9029500e+18
2010.08.18_02:24:00_TAI,     -0.13597747,      0.13335468,   0.00074961226,   0.00019538335,       5.9376787,       1.5476315,       76.386417,       1.5476315,   1.3119879e+21,   6.9763401e+18,2010.08.18_02:24:00_TAI,      0.12837282,     0.042506060,    0.0020495600,   0.00025723000,      369.573,      3.68000,      29.3190,      3.68000,   8.9827740e+21,   3.9435200e+18
2010.08.18_02:36:00_TAI,     -0.16427895,      0.13629767,   0.00091695157,   0.00019799872,       7.2631734,       1.5683478,       78.090533,       1.5683478,   1.3060245e+21,   7.1076404e+18,2010.08.18_02:36:00_TAI,      0.12639950,     0.043060660,    0.0019453500,   0.00026270000,      366.168,      3.70600,      27.4470,      3.70600,   8.9078840e+21,   3.9357700e+18
2010.08.18_02:48:00_TAI,     -0.21024995,      0.13413707,   0.00077851777,   0.00019790258,       6.1666393,       1.5675863,       77.564644,       1.5675863,   1.2999431e+21,   7.0480153e+18,2010.08.18_02:48:00_TAI,     0.055680780,     0.043260600,    0.0018277700,   0.00026267000,      366.432,      3.71800,      25.8680,      3.71800,   8.8912070e+21,   3.9495520e+18
2010.08.18_03:00:00_TAI,     -0.19596702,      0.13878519,   0.00072852797,   0.00019792012,       5.7706700,       1.5677253,       74.445364,       1.5677253,   1.3055439e+21,   7.1794174e+18,2010.08.18_03:00:00_TAI,     0.088033620,     0.043273670,    0.0022008200,   0.00026026000,      367.499,      3.73700,      31.5990,      3.73700,   8.9938400e+21,   4.0107690e+18
2010.08.18_03:12:00_TAI,    -0.054181000,      0.13489193,   0.00088072335,   0.00020240526,       6.9762096,       1.6032520,       81.111881,       1.6032520,   1.3301445e+21,   7.0222007e+18,2010.08.18_03:12:00_TAI,     0.024751640,     0.044518780,    0.0019798800,   0.00027089000,      370.136,      3.76900,      27.5500,      3.76900,   8.7893640e+21,   3.9875970e+18
2010.08.18_03:24:00_TAI,     -0.16470101,      0.13505557,    0.0010816620,   0.00020214029,       8.5678450,       1.6011533,       80.378984,       1.6011533,   1.3258401e+21,   7.0335986e+18,2010.08.18_03:24:00_TAI,    -0.025718720,     0.044852120,    0.0017338600,   0.00027006000,      374.775,      3.80700,      24.4440,      3.80700,   8.8420660e+21,   4.0507930e+18
2010.08.18_03:36:00_TAI,     -0.13507461,      0.13373968,   0.00087537254,   0.00020597934,       6.9338259,       1.6315623,       82.756350,       1.6315623,   1.3354575e+21,   6.9246183e+18,2010.08.18_03:36:00_TAI,     0.028118850,     0.045130350,    0.0020787100,   0.00027369000,      378.943,      3.85600,      29.2890,      3.85600,   8.8568130e+21,   4.0619700e+18
2010.08.18_03:48:00_TAI,     -0.11456630,      0.14875698,    0.0011302971,   0.00021563255,       8.9530833,       1.7080255,       84.850999,       1.7080255,   1.3228174e+21,   7.7811932e+18,2010.08.18_03:48:00_TAI,     0.029426800,     0.046406040,    0.0025490800,   0.00028180000,      381.103,      3.91200,      35.3890,      3.91200,   8.7871920e+21,   4.1164040e+18
2010.08.18_04:00:00_TAI,     -0.17133344,      0.13884305,   0.00099802972,   0.00021169527,       7.9053934,       1.6768382,       84.694367,       1.6768382,   1.3274776e+21,   7.2202086e+18,2010.08.18_04:00:00_TAI,     0.052756750,     0.047325380,    0.0022393300,   0.00028693000,      385.977,      3.96800,      30.9680,      3.96800,   8.7548550e+21,   4.1714870e+18
2010.08.18_04:12:00_TAI,     -0.13693558,      0.14511413,    0.0010406671,   0.00021761541,       8.2431241,       1.7237317,       84.530632,       1.7237317,   1.3182152e+21,   7.5800314e+18,2010.08.18_04:12:00_TAI,     0.058440420,     0.048275180,    0.0031319800,   0.00029446000,      388.118,      3.98500,      42.3820,      3.98500,   8.6154150e+21,   4.1388190e+18
2010.08.18_04:24:00_TAI,     -0.21340220,      0.14650263,    0.0014149183,   0.00022621116,       11.207568,       1.7918186,       90.708976,       1.7918186,   1.3268658e+21,   8.1755670e+18,2010.08.18_04:24:00_TAI,    0.0016353600,     0.048961650,    0.0036409100,   0.00030182000,      387.453,      4.01000,      48.3730,      4.01000,   8.5449330e+21,   4.1260900e+18
2010.08.18_04:36:00_TAI,     -0.15130012,      0.14315535,    0.0012693293,   0.00021878442,       10.054358,       1.7329914,       93.017039,       1.7329914,   1.3240801e+21,   7.3186168e+18,2010.08.18_04:36:00_TAI,  -0.00093285000,     0.049104860,    0.0028475300,   0.00030206000,      401.705,      4.07200,      38.3880,      4.07200,   8.7107910e+21,   4.1914430e+18
2010.08.18_04:48:00_TAI,     -0.12824121,      0.14379501,    0.0011365886,   0.00022417775,       9.0029181,       1.7757119,       94.051615,       1.7757119,   1.3371732e+21,   7.6512551e+18,2010.08.18_04:48:00_TAI,     0.063094880,     0.051098600,    0.0031873900,   0.00031770000,      396.792,      4.15500,      41.6850,      4.15500,   8.5341490e+21,   4.2184510e+18
2010.08.18_05:00:00_TAI,     -0.12394848,      0.14141726,    0.0013777851,   0.00022589656,       10.913436,       1.7893266,       96.414337,       1.7893266,   1.3481587e+21,   7.2686031e+18,2010.08.18_05:00:00_TAI,     0.017468800,     0.052160760,    0.0041727100,   0.00033024000,      392.718,      4.13100,      52.1960,      4.13100,   8.2793650e+21,   4.1023820e+18
2010.08.18_05:12:00_TAI,     -0.10484985,      0.13793605,    0.0012811976,   0.00022417283,       10.148366,       1.7756730,       95.214215,       1.7756730,   1.3397574e+21,   7.1274727e+18,2010.08.18_05:12:00_TAI,    -0.055039790,     0.053548340,    0.0040186100,   0.00033990000,      387.245,      4.18200,      49.4490,      4.18200,   8.1542590e+21,   4.1539230e+18
2010.08.18_05:24:00_TAI,     -0.15217843,      0.13538434,    0.0014729093,   0.00021701438,       11.666915,       1.7189709,       94.286444,       1.7189709,   1.3283089e+21,   7.0657151e+18,2010.08.18_05:24:00_TAI,    -0.041258520,     0.054242370,    0.0031008600,   0.00034687000,      395.144,      4.21000,      37.6350,      4.21000,   8.0288590e+21,   4.1396560e+18
