Date_obs,MCDz,errMCDz,MCHz,errMCHz,TCHz,errTCHz,ABSNCHz,errABSNCHz,USFz,errUSFz,Brhdr.T_REC,Brhdr.Meanjzd,Brhdr.errjz,Brhdr.meanjzh,Brhdr.errmih,Brhdr.totusjh,Brhdr.errtui,Brhdr.absnjzh,Brhdr.errtai,Brhdr.usflux,Brhdr.errvf
2010.11.07_00:00:00_TAI,    -0.022563921,      0.13628335,   0.00029871729,   0.00018914369,       2.3661396,       1.4982072,       76.246506,       1.4982072,   1.6690644e+21,   7.7254020e+18,2010.11.07_00:00:00_TAI,      0.14717588,     0.022835250,    0.0019484600,   0.00014419000,       1631.2910,      7.45800,      100.782,      7.45800,   3.2461400e+22,   7.7100590e+18
2010.11.07_00:12:00_TAI,    -0.043811749,      0.11371387,   0.00021666974,   0.00018018191,       1.7162410,       1.4272209,       76.235081,       1.4272209,   1.6454246e+21,   6.9187848e+18,2010.11.07_00:12:00_TAI,      0.15947382,     0.022879590,    0.0019673400,   0.00014441000,       1616.8390,      7.45400,      101.550,      7.45400,   3.2405820e+22,   7.7071600e+18
2010.11.07_00:24:00_TAI,    -0.054527397,      0.11684200,   6.9192180e-05,   0.00018717124,      0.54807125,       1.4825834,       78.286615,       1.4825834,   1.6552899e+21,   8.4474286e+18,2010.11.07_00:24:00_TAI,      0.19521242,     0.022821460,    0.0019006000,   0.00014285000,       1619.2760,      7.44700,      99.0840,      7.44700,   3.2500950e+22,   7.7527000e+18
2010.11.07_00:36:00_TAI,    -0.025385632,      0.11156973,   9.0345659e-06,   0.00017891232,     0.071562796,       1.4171645,       75.634762,       1.4171645,   1.6197226e+21,   7.3743814e+18,2010.11.07_00:36:00_TAI,      0.17022979,     0.022702680,    0.0018067000,   0.00014357000,       1616.4870,      7.44300,      93.6550,      7.44300,   3.2509650e+22,   7.6497750e+18
2010.11.07_00:48:00_TAI,     0.018707172,      0.11237850,   0.00037575729,   0.00018010926,       2.9763735,       1.4266454,       76.852563,       1.4266454,   1.6272078e+21,   6.7807065e+18,2010.11.07_00:48:00_TAI,      0.17305969,     0.022889550,    0.0015735300,   0.00014547000,       1629.1050,      7.51200,      81.2590,      7.51200,   3.2428990e+22,   7.6707640e+18
2010.11.07_01:00:00_TAI,    0.0047175569,      0.11219206,   0.00034647211,   0.00018082748,       2.7444056,       1.4323344,       82.346682,       1.4323344,   1.6410116e+21,   6.7086831e+18,2010.11.07_01:00:00_TAI,      0.19622740,     0.023072720,    0.0020939200,   0.00014764000,       1618.4730,      7.61900,      108.050,      7.61900,   3.2382500e+22,   7.6989340e+18
2010.11.07_01:12:00_TAI,    -0.032807465,      0.11367002,   0.00054669388,   0.00018018904,       4.3303623,       1.4272774,       78.987939,       1.4272774,   1.6249270e+21,   6.8023199e+18,2010.11.07_01:12:00_TAI,      0.18162611,     0.023400180,    0.0021320900,   0.00014792000,       1611.8450,      7.60700,      109.649,      7.60700,   3.2248450e+22,   7.7715630e+18
2010.11.07_01:24:00_TAI,     -0.10916851,      0.11543310,   0.00058269976,   0.00018609468,       4.6155648,       1.4740559,       82.127360,       1.4740559,   1.6301563e+21,   6.9367838e+18,2010.11.07_01:24:00_TAI,      0.19740263,     0.023686710,    0.0020141400,   0.00015164000,       1633.1860,      7.75900,      103.062,      7.75900,   3.2178980e+22,   7.8149040e+18
2010.11.07_01:36:00_TAI,    -0.066130323,      0.11369390,   0.00055212585,   0.00018383968,       4.3733889,       1.4561941,       80.223540,       1.4561941,   1.6114690e+21,   6.7905748e+18,2010.11.07_01:36:00_TAI,      0.20858796,     0.023968480,    0.0022485600,   0.00015399000,       1634.9950,      7.82800,      114.306,      7.82800,   3.2097190e+22,   7.8396060e+18
2010.11.07_01:48:00_TAI,    -0.052564144,      0.11187588,   0.00047234299,   0.00018314209,       3.7414288,       1.4506685,       83.289060,       1.4506685,   1.6337582e+21,   6.6940945e+18,2010.11.07_01:48:00_TAI,      0.18403684,     0.024257840,    0.0020989000,   0.00015754000,       1653.6960,      7.95300,      105.954,      7.95300,   3.1930360e+22,   7.8628050e+18
2010.11.07_02:00:00_TAI,     -0.10079104,      0.11517395,   0.00064265345,   0.00018406462,       5.0904580,       1.4579758,       79.261135,       1.4579758,   1.6125048e+21,   6.8836030e+18,2010.11.07_02:00:00_TAI,      0.17604235,     0.024755300,    0.0022596200,   0.00016179000,       1656.4440,      8.06000,      112.563,      8.06000,   3.1708280e+22,   7.8884700e+18
2010.11.07_02:12:00_TAI,   -0.0026797404,      0.12116693,   0.00073806477,   0.00019082382,       5.8462110,       1.5115155,       82.814728,       1.5115155,   1.6285665e+21,   7.1382065e+18,2010.11.07_02:12:00_TAI,      0.19072650,     0.025332640,    0.0021409900,   0.00016899000,       1667.0290,      8.32100,      105.418,      8.32100,   3.1614370e+22,   7.9500770e+18
2010.11.07_02:24:00_TAI,    -0.070759515,      0.11495053,   0.00044477935,   0.00018573894,       3.5230972,       1.4712382,       85.634937,       1.4712382,   1.6145475e+21,   6.8622874e+18,2010.11.07_02:24:00_TAI,      0.16887270,     0.025435750,    0.0022975900,   0.00016859000,       1664.8900,      8.22300,      112.070,      8.22300,   3.1353910e+22,   7.8963260e+18
2010.11.07_02:36:00_TAI,     -0.14002376,      0.11677689,   0.00068215327,   0.00019038436,       5.4033361,       1.5080345,       87.588772,       1.5080345,   1.6389033e+21,   6.8092852e+18,2010.11.07_02:36:00_TAI,      0.19373538,     0.025923400,    0.0023275200,   0.00017221000,       1673.3670,      8.30400,      112.238,      8.30400,   3.1211220e+22,   7.9602180e+18
2010.11.07_02:48:00_TAI,    -0.049078053,      0.11046653,   0.00042989991,   0.00018147452,       3.4052372,       1.4374597,       87.055711,       1.4374597,   1.6241093e+21,   6.5410643e+18,2010.11.07_02:48:00_TAI,      0.19214803,     0.026369700,    0.0023637300,   0.00017751000,       1685.8990,      8.41300,      112.022,      8.41300,   3.0786670e+22,   7.9318390e+18
2010.11.07_03:00:00_TAI,    -0.048589824,      0.11064283,   0.00025408526,   0.00018240661,       2.0126094,       1.4448427,       87.372987,       1.4448427,   1.6166119e+21,   6.5845310e+18,2010.11.07_03:00:00_TAI,      0.17953992,     0.026797740,    0.0023923700,   0.00018157000,       1648.1670,      8.43900,      111.188,      8.43900,   3.0289880e+22,   7.9205750e+18
2010.11.07_03:12:00_TAI,     -0.11270547,      0.10970079,   0.00045493508,   0.00017778214,       3.6035408,       1.4082123,       89.658351,       1.4082123,   1.5940668e+21,   6.4617958e+18,2010.11.07_03:12:00_TAI,      0.15694013,     0.027196400,    0.0023488600,   0.00018793000,       1684.5590,      8.53300,      106.655,      8.53300,   3.0000700e+22,   7.8176210e+18
2010.11.07_03:24:00_TAI,     -0.13958653,      0.10469602,   0.00068542590,   0.00017417455,       5.4292586,       1.3796366,       90.782699,       1.3796366,   1.5796548e+21,   6.1630698e+18,2010.11.07_03:24:00_TAI,      0.14949174,     0.027644060,    0.0026774000,   0.00018970000,       1673.1930,      8.49400,      119.880,      8.49400,   2.9538550e+22,   7.8367290e+18
