Date_obs,MCDz,errMCDz,MCHz,errMCHz,TCHz,errTCHz,ABSNCHz,errABSNCHz,USFz,errUSFz,Brhdr.T_REC,Brhdr.Meanjzd,Brhdr.errjz,Brhdr.meanjzh,Brhdr.errmih,Brhdr.totusjh,Brhdr.errtui,Brhdr.absnjzh,Brhdr.errtai,Brhdr.usflux,Brhdr.errvf
2010.11.07_00:00:00_TAI,      0.12703555,      0.14651261,  -8.0556718e-05,   0.00018418180,      0.63808977,       1.4589040,       65.255488,       1.4589040,   1.1967964e+21,   8.2920241e+18,2010.11.07_00:00:00_TAI,      0.14717588,     0.022835250,    0.0019484600,   0.00014419000,       1631.2910,      7.45800,      100.782,      7.45800,   3.2461400e+22,   7.7100590e+18
2010.11.07_00:12:00_TAI,     0.091709205,      0.13358920,  -1.4985351e-05,   0.00018247318,      0.11869897,       1.4453701,       66.758993,       1.4453701,   1.2218153e+21,   8.1421294e+18,2010.11.07_00:12:00_TAI,      0.15947382,     0.022879590,    0.0019673400,   0.00014441000,       1616.8390,      7.45400,      101.550,      7.45400,   3.2405820e+22,   7.7071600e+18
2010.11.07_00:24:00_TAI,      0.11980876,      0.13325036,   7.7227572e-05,   0.00018548865,      0.61171960,       1.4692556,       67.991929,       1.4692556,   1.2115565e+21,   8.2740793e+18,2010.11.07_00:24:00_TAI,      0.19521242,     0.022821460,    0.0019006000,   0.00014285000,       1619.2760,      7.44700,      99.0840,      7.44700,   3.2500950e+22,   7.7527000e+18
2010.11.07_00:36:00_TAI,     0.049372473,      0.13818564,   0.00011701387,   0.00019185967,      0.92686688,       1.5197205,       67.824157,       1.5197205,   1.2316577e+21,   8.9385591e+18,2010.11.07_00:36:00_TAI,      0.17022979,     0.022702680,    0.0018067000,   0.00014357000,       1616.4870,      7.44300,      93.6550,      7.44300,   3.2509650e+22,   7.6497750e+18
2010.11.07_00:48:00_TAI,     0.065307003,      0.13404827,   0.00015161772,   0.00018910802,       1.2009640,       1.4979246,       70.057224,       1.4979246,   1.2467312e+21,   8.0628673e+18,2010.11.07_00:48:00_TAI,      0.17305969,     0.022889550,    0.0015735300,   0.00014547000,       1629.1050,      7.51200,      81.2590,      7.51200,   3.2428990e+22,   7.6707640e+18
2010.11.07_01:00:00_TAI,     0.094784678,      0.14211050,   0.00036838964,   0.00019893160,       2.9180143,       1.5757372,       72.349815,       1.5757372,   1.2408784e+21,   8.8681825e+18,2010.11.07_01:00:00_TAI,      0.19622740,     0.023072720,    0.0020939200,   0.00014764000,       1618.4730,      7.61900,      108.050,      7.61900,   3.2382500e+22,   7.6989340e+18
2010.11.07_01:12:00_TAI,      0.10601488,      0.13161467,   0.00015459428,   0.00018619866,       1.2245413,       1.4748796,       71.054665,       1.4748796,   1.2392391e+21,   8.0654429e+18,2010.11.07_01:12:00_TAI,      0.18162611,     0.023400180,    0.0021320900,   0.00014792000,       1611.8450,      7.60700,      109.649,      7.60700,   3.2248450e+22,   7.7715630e+18
2010.11.07_01:24:00_TAI,      0.11347421,      0.13417493,   6.2925323e-05,   0.00018923103,      0.49843149,       1.4988990,       71.202509,       1.4988990,   1.2061208e+21,   8.0143649e+18,2010.11.07_01:24:00_TAI,      0.19740263,     0.023686710,    0.0020141400,   0.00015164000,       1633.1860,      7.75900,      103.062,      7.75900,   3.2178980e+22,   7.8149040e+18
2010.11.07_01:36:00_TAI,     0.072367965,      0.13304350,   0.00034636309,   0.00019483517,       2.7435421,       1.5432894,       72.023530,       1.5432894,   1.2187943e+21,   8.1801080e+18,2010.11.07_01:36:00_TAI,      0.20858796,     0.023968480,    0.0022485600,   0.00015399000,       1634.9950,      7.82800,      114.306,      7.82800,   3.2097190e+22,   7.8396060e+18
2010.11.07_01:48:00_TAI,      0.13132167,      0.13289207,   0.00043214539,   0.00019333660,       3.4230237,       1.5314192,       72.615278,       1.5314192,   1.2186311e+21,   8.2660354e+18,2010.11.07_01:48:00_TAI,      0.18403684,     0.024257840,    0.0020989000,   0.00015754000,       1653.6960,      7.95300,      105.954,      7.95300,   3.1930360e+22,   7.8628050e+18
2010.11.07_02:00:00_TAI,     0.061675344,      0.13589119,   0.00025635289,   0.00019012463,       2.0305712,       1.5059772,       74.547682,       1.5059772,   1.2333188e+21,   7.9758101e+18,2010.11.07_02:00:00_TAI,      0.17604235,     0.024755300,    0.0022596200,   0.00016179000,       1656.4440,      8.06000,      112.563,      8.06000,   3.1708280e+22,   7.8884700e+18
2010.11.07_02:12:00_TAI,     0.066497383,      0.12948139,   0.00057598174,   0.00018606406,       4.5623514,       1.4738134,       77.341618,       1.4738134,   1.2190759e+21,   7.6948091e+18,2010.11.07_02:12:00_TAI,      0.19072650,     0.025332640,    0.0021409900,   0.00016899000,       1667.0290,      8.32100,      105.418,      8.32100,   3.1614370e+22,   7.9500770e+18
2010.11.07_02:24:00_TAI,     0.017963252,      0.13541424,   0.00024245997,   0.00019251790,       1.9205254,       1.5249343,       78.284521,       1.5249343,   1.2182496e+21,   8.0201023e+18,2010.11.07_02:24:00_TAI,      0.16887270,     0.025435750,    0.0022975900,   0.00016859000,       1664.8900,      8.22300,      112.070,      8.22300,   3.1353910e+22,   7.8963260e+18
2010.11.07_02:36:00_TAI,     0.070035996,      0.13909518,   0.00035117687,   0.00020163059,       2.7816720,       1.5971159,       78.299577,       1.5971159,   1.2352790e+21,   8.9044964e+18,2010.11.07_02:36:00_TAI,      0.19373538,     0.025923400,    0.0023275200,   0.00017221000,       1673.3670,      8.30400,      112.238,      8.30400,   3.1211220e+22,   7.9602180e+18
2010.11.07_02:48:00_TAI,    -0.018510201,      0.12866146,   0.00012559433,   0.00018273244,      0.99483267,       1.4474237,       77.697040,       1.4474237,   1.2111996e+21,   7.5875062e+18,2010.11.07_02:48:00_TAI,      0.19214803,     0.026369700,    0.0023637300,   0.00017751000,       1685.8990,      8.41300,      112.022,      8.41300,   3.0786670e+22,   7.9318390e+18
2010.11.07_03:00:00_TAI,    -0.011024540,      0.13142312,   0.00029866881,   0.00018451832,       2.3657556,       1.4615696,       76.615031,       1.4615696,   1.1955816e+21,   7.7115278e+18,2010.11.07_03:00:00_TAI,      0.17953992,     0.026797740,    0.0023923700,   0.00018157000,       1648.1670,      8.43900,      111.188,      8.43900,   3.0289880e+22,   7.9205750e+18
2010.11.07_03:12:00_TAI,     0.052850581,      0.12799319,   0.00038292661,   0.00018229482,       3.0331617,       1.4439572,       78.908288,       1.4439572,   1.2064544e+21,   7.4825323e+18,2010.11.07_03:12:00_TAI,      0.15694013,     0.027196400,    0.0023488600,   0.00018793000,       1684.5590,      8.53300,      106.655,      8.53300,   3.0000700e+22,   7.8176210e+18
2010.11.07_03:24:00_TAI,     0.023823356,      0.12836659,   0.00020692748,   0.00018787592,       1.6390726,       1.4881651,       80.320694,       1.4881651,   1.2164724e+21,   8.1083604e+18,2010.11.07_03:24:00_TAI,      0.14949174,     0.027644060,    0.0026774000,   0.00018970000,       1673.1930,      8.49400,      119.880,      8.49400,   2.9538550e+22,   7.8367290e+18
2010.11.07_03:36:00_TAI,     0.019363426,      0.12916997,   0.00012499105,   0.00018215875,      0.99005410,       1.4428795,       79.566177,       1.4428795,   1.1936055e+21,   7.3684526e+18,2010.11.07_03:36:00_TAI,     0.095588860,     0.027722690,    0.0024838200,   0.00019051000,       1650.1900,      8.39600,      109.467,      8.39600,   2.8965620e+22,   7.7395760e+18
2010.11.07_03:48:00_TAI,    -0.065488256,      0.11549593,   0.00014035306,   0.00016640047,       1.1117366,       1.3180581,       78.676050,       1.3180581,   1.1878888e+21,   6.7891890e+18,2010.11.07_03:48:00_TAI,     0.043392790,     0.027610560,    0.0025068600,   0.00019188000,       1622.1030,      8.33700,      108.926,      8.33700,   2.8611990e+22,   7.5884860e+18
2010.11.07_04:00:00_TAI,     0.019114769,      0.10922218,   0.00031575991,   0.00015861902,       2.5011343,       1.2564213,       77.394239,       1.2564213,   1.1922887e+21,   6.4589033e+18,2010.11.07_04:00:00_TAI,     0.069720130,     0.027448130,    0.0022125600,   0.00019295000,       1635.7620,      8.33500,      95.5800,      8.33500,   2.8416750e+22,   7.4741570e+18
2010.11.07_04:12:00_TAI,    -0.048583203,      0.10701680,   0.00016711829,   0.00015178971,       1.3237440,       1.2023263,       72.261823,       1.2023263,   1.1506827e+21,   6.2960465e+18,2010.11.07_04:12:00_TAI,      0.11961622,     0.027029270,    0.0020692100,   0.00019215000,       1631.8400,      8.29700,      89.3550,      8.29700,   2.8312640e+22,   7.3397880e+18
2010.11.07_04:24:00_TAI,    0.0081709955,     0.099841769,   0.00014665766,   0.00013719584,       1.1616753,       1.0867283,       68.287903,       1.0867283,   1.1157819e+21,   5.8734255e+18,2010.11.07_04:24:00_TAI,      0.12583795,     0.026539820,    0.0020705900,   0.00019120000,       1595.7820,      8.23400,      89.1660,      8.23400,   2.8179000e+22,   7.1946870e+18
2010.11.07_04:36:00_TAI,    -0.064446880,     0.095587954,   0.00039966767,   0.00013212185,       3.1657676,       1.0465372,       66.150366,       1.0465372,   1.1166465e+21,   5.7682380e+18,2010.11.07_04:36:00_TAI,     0.095352590,     0.025531210,    0.0017419800,   0.00018537000,       1589.2600,      8.09700,      76.0930,      8.09700,   2.8229400e+22,   7.0424670e+18
2010.11.07_04:48:00_TAI,    -0.037215300,     0.094113339,   0.00045604707,   0.00012586661,       3.6123488,      0.99698942,       63.897497,      0.99698942,   1.0949726e+21,   5.5079245e+18,2010.11.07_04:48:00_TAI,      0.12129616,     0.024795990,    0.0014477100,   0.00018079000,       1564.3800,      7.96900,      63.8150,      7.96900,   2.8198140e+22,   6.8956700e+18
2010.11.07_05:00:00_TAI,    -0.049879446,     0.093640615,   0.00040920099,   0.00012449158,       3.2412810,      0.98609781,       63.275931,      0.98609781,   1.0958623e+21,   5.4463979e+18,2010.11.07_05:00:00_TAI,      0.15007086,     0.023741130,    0.0012862000,   0.00017178000,       1551.1360,      7.65900,      57.3440,      7.65900,   2.8250650e+22,   6.6772610e+18
2010.11.07_05:12:00_TAI,    -0.025364683,     0.093177282,   0.00045667813,   0.00011653170,       3.6173475,      0.92304762,       59.057574,      0.92304762,   1.0732160e+21,   5.3538059e+18,2010.11.07_05:12:00_TAI,      0.16217329,     0.022906730,    0.0012962200,   0.00016627000,       1560.2610,      7.53000,      58.7020,      7.53000,   2.8471080e+22,   6.5669370e+18
2010.11.07_05:24:00_TAI,    -0.035719877,     0.088137515,   0.00016049032,   0.00011027917,       1.2712439,      0.87352130,       59.008670,      0.87352130,   1.0765472e+21,   5.1552291e+18,2010.11.07_05:24:00_TAI,      0.23928365,     0.022212810,    0.0011931000,   0.00016175000,       1541.0750,      7.30600,      53.8940,      7.30600,   2.8466370e+22,   6.3512190e+18
2010.11.07_05:36:00_TAI,    -0.059120620,     0.084964714,   0.00038110963,   0.00010827108,       3.0187694,      0.85761520,       57.664212,      0.85761520,   1.0685253e+21,   5.0681027e+18,2010.11.07_05:36:00_TAI,      0.20959955,     0.021355870,    0.0011386600,   0.00015525000,       1536.1960,      7.13100,      52.3000,      7.13100,   2.8710740e+22,   6.2107790e+18
2010.11.07_05:48:00_TAI,     0.052253184,     0.091759282,   0.00033978920,   0.00011864840,       2.6914703,      0.93981398,       60.140426,      0.93981398,   1.0617265e+21,   5.2806590e+18,2010.11.07_05:48:00_TAI,      0.22405846,     0.020705060,    0.0013897400,   0.00014962000,       1507.3290,      6.86700,      63.7790,      6.86700,   2.8595100e+22,   5.9939180e+18
2010.11.07_06:00:00_TAI,    -0.023069238,     0.085696190,   0.00040596799,   0.00010640799,       3.2156724,      0.84285770,       55.647671,      0.84285770,   1.0400265e+21,   4.9943349e+18,2010.11.07_06:00:00_TAI,      0.21375175,     0.020298280,   0.00096563000,   0.00014451000,       1490.7140,      6.78000,      45.3090,      6.78000,   2.8891890e+22,   5.9987540e+18
2010.11.07_06:12:00_TAI,    -0.039501922,     0.083636738,   0.00033361348,   0.00010476222,       2.6425524,      0.82982157,       56.668542,      0.82982157,   1.0403032e+21,   4.7189011e+18,2010.11.07_06:12:00_TAI,      0.19633223,     0.020040190,   0.00091040000,   0.00014141000,       1502.8550,      6.68700,      43.0510,      6.68700,   2.8964460e+22,   5.9565740e+18
2010.11.07_06:24:00_TAI,     0.014583698,     0.081674129,   0.00024502485,   0.00010198994,       1.9408418,      0.80786230,       53.981288,      0.80786230,   1.0077016e+21,   4.6827140e+18,2010.11.07_06:24:00_TAI,      0.14465678,     0.019913630,   0.00069775000,   0.00013925000,       1496.1480,      6.64000,      33.2690,      6.64000,   2.9160020e+22,   5.9514780e+18
2010.11.07_06:36:00_TAI,    -0.051809061,     0.090051648,   0.00015973507,   0.00010889722,       1.2652615,      0.86257489,       55.750144,      0.86257489,   1.0200458e+21,   5.1412301e+18,2010.11.07_06:36:00_TAI,      0.18958072,     0.020236710,   0.00087515000,   0.00014085000,       1531.6410,      6.75500,      41.9700,      6.75500,   2.9354980e+22,   6.0755990e+18
2010.11.07_06:48:00_TAI,    0.0044358179,     0.090842077,   9.7548917e-05,   0.00010651203,      0.77268497,      0.84368179,       52.863882,      0.84368179,   9.9704724e+20,   5.3326609e+18,2010.11.07_06:48:00_TAI,      0.15948249,     0.020345330,   0.00072414000,   0.00014167000,       1547.1920,      6.78100,      34.6610,      6.78100,   2.9359810e+22,   6.0899460e+18
2010.11.07_07:00:00_TAI,     0.010054844,     0.096677014,   0.00039847884,   0.00011526989,       3.1563509,      0.91305283,       57.291878,      0.91305283,   1.0002194e+21,   5.3627380e+18,2010.11.07_07:00:00_TAI,      0.12258318,     0.020817240,   0.00055654000,   0.00014352000,       1563.8580,      6.86200,      26.6120,      6.86200,   2.9275380e+22,   6.1913600e+18
2010.11.07_07:12:00_TAI,    -0.012574273,     0.099561459,   0.00032811227,   0.00011750437,       2.5989773,      0.93075210,       61.071459,      0.93075210,   1.0119716e+21,   5.4687448e+18,2010.11.07_07:12:00_TAI,      0.14929095,     0.021483560,   0.00065987000,   0.00014794000,       1588.0850,      7.13200,      31.8090,      7.13200,   2.9381780e+22,   6.4328050e+18
2010.11.07_07:24:00_TAI,    -0.065112371,     0.091810035,  -4.5865675e-05,   0.00011810537,      0.36330201,      0.93551260,       61.143501,      0.93551260,   1.0165894e+21,   5.2695454e+18,2010.11.07_07:24:00_TAI,      0.10037920,     0.022445100,    0.0010044300,   0.00015558000,       1600.6850,      7.31700,      47.2380,      7.31700,   2.9041140e+22,   6.5141480e+18
2010.11.07_07:36:00_TAI,    -0.046128145,     0.093696776,   0.00042544955,   0.00012942217,       3.3699859,       1.0251530,       66.722739,       1.0251530,   1.0375414e+21,   5.4372330e+18,2010.11.07_07:36:00_TAI,      0.12393133,     0.023285000,   0.00097929000,   0.00015859000,       1607.7690,      7.36100,      45.4540,      7.36100,   2.8756510e+22,   6.6617130e+18
2010.11.07_07:48:00_TAI,   -0.0088217254,      0.13233011,   0.00041015196,   0.00014879972,       3.2488137,       1.1786426,       68.858066,       1.1786426,   1.0454833e+21,   6.0924648e+18,2010.11.07_07:48:00_TAI,      0.11532542,     0.024336930,    0.0010682700,   0.00016572000,       1587.0830,      7.53900,      48.6000,      7.53900,   2.8382720e+22,   6.7853400e+18
2010.11.07_08:00:00_TAI,    -0.047603852,     0.097367928,   0.00035150304,   0.00013521519,       2.7842555,       1.0710395,       71.445048,       1.0710395,   1.0589884e+21,   5.6358305e+18,2010.11.07_08:00:00_TAI,     0.094967470,     0.025289670,    0.0011801900,   0.00017263000,       1620.0640,      7.73600,      52.8830,      7.73600,   2.8149770e+22,   6.9258970e+18
2010.11.07_08:12:00_TAI,    -0.067188505,      0.10781494,   0.00031157908,   0.00015210581,       2.4680179,       1.2048301,       77.011796,       1.2048301,   1.0934057e+21,   6.0701684e+18,2010.11.07_08:12:00_TAI,     0.097628860,     0.026400990,    0.0013459800,   0.00018083000,       1594.7320,      7.80900,      58.1250,      7.80900,   2.7542910e+22,   6.9598930e+18
2010.11.07_08:24:00_TAI,  -0.00028188815,      0.10544823,   0.00032887323,   0.00015231238,       2.6050049,       1.2064663,       79.673997,       1.2064663,   1.1164465e+21,   5.9720408e+18,2010.11.07_08:24:00_TAI,      0.15154423,     0.027171460,    0.0017748400,   0.00018648000,       1580.2180,      7.85100,      74.7240,      7.85100,   2.7064220e+22,   6.9651150e+18
2010.11.07_08:36:00_TAI,    -0.026002046,      0.10227943,   0.00011264609,   0.00015019211,      0.89226966,       1.1896717,       82.376743,       1.1896717,   1.1178168e+21,   5.8511106e+18,2010.11.07_08:36:00_TAI,      0.12458105,     0.027705580,    0.0016765400,   0.00019042000,       1563.4580,      7.81700,      68.8290,      7.81700,   2.6674870e+22,   6.9278720e+18
2010.11.07_08:48:00_TAI,    -0.096107109,      0.10254717,   0.00035118037,   0.00015115031,       2.7816997,       1.1972616,       80.391305,       1.1972616,   1.0981758e+21,   6.0322545e+18,2010.11.07_08:48:00_TAI,      0.22944055,     0.028371760,    0.0018150300,   0.00019704000,       1543.4590,      7.84800,      72.2940,      7.84800,   2.6179670e+22,   6.8687140e+18
